,geoName,wedding planner
3,Brittany,46.75324675324675
5,Centre-Val de Loire,50.649350649350644
7,Corsica,100.0
15,Pays de la Loire,55.84415584415584
18,Provence-Alpes-Côte d'Azur,49.35064935064935
21,Île-de-France,63.63636363636363
22,Grand-est,43.72294372294372
23,Hauts-de-france,56.493506493506494
24,Normandie,44.8051948051948
25,Bourgogne-Franche-Comté,35.064935064935064
26,Nouvelle-Aquitaine,71.86147186147186
27,Occitanie,51.298701298701296
28,Auvergne-Rhône-Alpes,37.66233766233766
