date,décoration mariage
2018-01-07,0.2483221476510067
2018-01-14,0.47651006711409394
2018-01-21,0.40939597315436244
2018-01-28,0.3288590604026846
2018-02-04,0.2483221476510067
2018-02-11,0.16778523489932887
2018-02-18,0.33557046979865773
2018-02-25,0.4697986577181208
2018-03-04,0.3221476510067114
2018-03-11,0.1610738255033557
2018-03-18,0.2483221476510067
2018-03-25,0.6711409395973155
2018-04-01,0.0
2018-04-08,0.26174496644295303
2018-04-15,0.3691275167785235
2018-04-22,0.174496644295302
2018-04-29,0.3422818791946309
2018-05-06,0.3624161073825503
2018-05-13,0.3422818791946309
2018-05-20,0.174496644295302
2018-05-27,0.2550335570469799
2018-06-03,0.174496644295302
2018-06-10,0.5033557046979866
2018-06-17,0.0
2018-06-24,0.26174496644295303
2018-07-01,0.3422818791946309
2018-07-08,0.7114093959731543
2018-07-15,0.3624161073825503
2018-07-22,0.18120805369127516
2018-07-29,0.18791946308724833
2018-08-05,0.18791946308724833
2018-08-12,0.19463087248322147
2018-08-19,0.18791946308724833
2018-08-26,0.5302013422818792
2018-09-02,0.174496644295302
2018-09-09,0.5234899328859061
2018-09-16,0.35570469798657717
2018-09-23,0.174496644295302
2018-09-30,0.0
2018-10-07,0.348993288590604
2018-10-14,0.35570469798657717
2018-10-21,0.18120805369127516
2018-10-28,0.5973154362416108
2018-11-04,0.33557046979865773
2018-11-11,0.3422818791946309
2018-11-18,0.16778523489932887
2018-11-25,0.16778523489932887
2018-12-02,0.2550335570469799
2018-12-09,0.16778523489932887
2018-12-16,0.348993288590604
2018-12-23,0.28859060402684567
2018-12-30,0.174496644295302
2019-01-06,0.738255033557047
2019-01-13,0.4966442953020134
2019-01-20,0.40268456375838924
2019-01-27,0.2348993288590604
2019-02-03,0.9798657718120806
2019-02-10,1.0
2019-02-17,0.5167785234899329
2019-02-24,0.33557046979865773
2019-03-03,0.24161073825503357
2019-03-10,0.40268456375838924
2019-03-17,0.16778523489932887
2019-03-24,0.4899328859060403
2019-03-31,0.5503355704697986
2019-04-07,0.1610738255033557
2019-04-14,0.5234899328859061
2019-04-21,0.3288590604026846
2019-04-28,0.4697986577181208
2019-05-05,0.6308724832214765
2019-05-12,0.38926174496644295
2019-05-19,0.4697986577181208
2019-05-26,0.2483221476510067
2019-06-02,0.2348993288590604
2019-06-09,0.9261744966442953
2019-06-16,0.1610738255033557
2019-06-23,0.24161073825503357
2019-06-30,0.3221476510067114
2019-07-07,0.0
2019-07-14,0.24161073825503357
2019-07-21,0.2483221476510067
2019-07-28,0.2483221476510067
2019-08-04,0.4228187919463087
2019-08-11,0.2684563758389262
2019-08-18,0.18120805369127516
2019-08-25,0.5033557046979866
2019-09-01,0.6308724832214765
2019-09-08,0.3825503355704698
2019-09-15,0.9530201342281879
2019-09-22,0.5436241610738255
2019-09-29,0.15436241610738255
2019-10-06,0.15436241610738255
2019-10-13,0.22818791946308725
2019-10-20,0.610738255033557
2019-10-27,0.3691275167785235
2019-11-03,0.44966442953020136
2019-11-10,0.1476510067114094
2019-11-17,0.1476510067114094
2019-11-24,0.2080536912751678
2019-12-01,0.14093959731543623
2019-12-08,0.0
2019-12-15,0.0
2019-12-22,0.15436241610738255
2019-12-29,0.44966442953020136
2020-01-05,0.14093959731543623
2020-01-12,0.28187919463087246
2020-01-19,0.21476510067114093
2020-01-26,0.40939597315436244
2020-02-02,0.1342281879194631
2020-02-09,0.8187919463087249
2020-02-16,0.2684563758389262
2020-02-23,0.6778523489932886
2020-03-01,0.7449664429530202
2020-03-08,0.26174496644295303
2020-03-15,0.0
2020-03-22,0.2483221476510067
2020-03-29,0.18791946308724833
2020-04-05,0.12751677852348994
2020-04-12,0.0
