,geoName,décoration mariage
3,Brittany,58.98876404494382
5,Centre-Val de Loire,80.89887640449437
7,Corsica,0.0
15,Pays de la Loire,79.2134831460674
18,Provence-Alpes-Côte d'Azur,37.078651685393254
21,Île-de-France,52.24719101123595
22,Grand-est,75.84269662921348
23,Hauts-de-france,76.68539325842696
24,Normandie,87.64044943820224
25,Bourgogne-Franche-Comté,89.32584269662921
26,Nouvelle-Aquitaine,100.0
27,Occitanie,44.662921348314605
28,Auvergne-Rhône-Alpes,69.9438202247191
