,geoName,faire le jardin
3,Brittany,97.5609756097561
5,Centre-Val de Loire,100.0
7,Corsica,0.0
15,Pays de la Loire,85.36585365853658
18,Provence-Alpes-Côte d'Azur,45.1219512195122
21,Île-de-France,31.70731707317073
22,Grand-est,83.33333333333333
23,Hauts-de-france,84.7560975609756
24,Normandie,70.1219512195122
25,Bourgogne-Franche-Comté,80.48780487804879
26,Nouvelle-Aquitaine,80.08130081300814
27,Occitanie,60.36585365853659
28,Auvergne-Rhône-Alpes,71.34146341463415
