date,means
2018-01-01,42.0
2018-02-01,56.99999999999999
2018-03-01,34.0
2018-04-01,21.0
2018-05-01,33.0
2018-06-01,24.0
2018-07-01,17.0
2018-08-01,23.0
2018-09-01,43.0
2018-10-01,43.0
2018-11-01,36.0
2018-12-01,26.0
2019-01-01,53.0
2019-02-01,34.0
2019-03-01,44.0
2019-04-01,30.0
2019-05-01,39.0
2019-06-01,38.0
2019-07-01,35.0
2019-08-01,38.0
2019-09-01,34.0
2019-10-01,22.0
2019-11-01,25.0
2019-12-01,20.0
2020-01-01,77.0
2020-02-01,56.99999999999999
2020-03-01,24.0
2020-04-01,22.0
2020-05-01,100.0
2020-06-01,64.0
2020-07-01,13.0
