,geoName,means
8,Abruzzo,41.39163596527428
28,Basilicata,36.48673477293606
48,Calabria,35.664590164677406
69,Campania,29.702804364828122
90,Emilia-Romagna,64.95335661453854
111,Friuli-Venezia Giulia,82.76701234239624
132,Lazio,36.550002309373056
153,Liguria,76.06763215524545
174,Lombardy,55.7751170873565
195,Marche,35.35631164801064
214,Molise,44.84554559831312
230,Piedmont,48.0052103530909
251,Apulia,31.01116310165612
272,Sardinia,44.30714631164703
293,Sicily,30.33729797256851
314,Tuscany,26.779581395841497
335,Trentino-Alto Adige/South Tyrol,72.0848904107208
356,Umbria,25.053461505798168
376,Aosta,100.0
392,Veneto,50.32089555198079
