,date,means
0,2018-01-01,2.5961157352358306
1,2018-02-01,2.5961157352358306
2,2018-03-01,3.8941736028537464
3,2018-04-01,7.602910367476362
4,2018-05-01,5.748541985165054
5,2018-06-01,3.708736764622615
6,2018-07-01,3.5232999263914855
7,2018-08-01,2.9669894116980924
8,2018-09-01,5.006794632240531
9,2018-10-01,3.3378630881603537
10,2018-11-01,3.3378630881603537
11,2018-12-01,0.7417473529245231
12,2019-01-01,2.2252420587735693
13,2019-02-01,2.9669894116980924
14,2019-03-01,7.2320366910141
15,2019-04-01,5.377668308702794
16,2019-05-01,8.159220882169755
17,2019-06-01,10.755336617405586
18,2019-07-01,5.933978823396185
19,2019-08-01,4.6359209557782695
20,2019-09-01,3.3378630881603537
21,2019-10-01,2.5961157352358306
22,2019-11-01,2.4106788970046997
23,2019-12-01,1.1126210293867846
24,2020-01-01,1.8543683823113075
25,2020-02-01,3.152426249929223
26,2020-03-01,2.039805220542439
27,2020-04-01,7.2320366910141
28,2020-05-01,15.576694411414985
29,2020-06-01,3.3378630881603537
