,geoName,means
0,Abruzzo,13.154533844189016
1,Basilicata,2.681992337164751
2,Calabria,16.985951468710088
3,Campania,57.8544061302682
4,Emilia-Romagna,47.12643678160919
5,Friuli-Venezia Giulia,10.344827586206897
6,Lazio,83.65261813537676
7,Liguria,13.665389527458492
8,Lombardy,100.0
9,Marche,13.154533844189016
10,Molise,2.681992337164751
11,Piedmont,40.485312899106006
12,Apulia,60.15325670498084
13,Sardinia,22.988505747126435
14,Sicily,71.26436781609195
15,Tuscany,38.69731800766284
16,Trentino-Alto Adige/South Tyrol,2.80970625798212
17,Umbria,10.727969348659004
18,Aosta,0.2554278416347382
19,Veneto,40.86845466155811
