,geoName,means
2,Abruzzo,100.0
23,Basilicata,14.048486055923881
42,Calabria,37.39168991306489
63,Campania,41.1930743024557
84,Emilia-Romagna,82.07527791632863
105,Friuli-Venezia Giulia,28.12530006573748
126,Lazio,77.45241652009733
147,Liguria,81.15645497317199
168,Lombardy,96.53328334649414
189,Marche,41.76144759688204
209,Molise,44.60610320388918
224,Piedmont,63.104270036823806
245,Apulia,36.42404326151089
266,Sardinia,62.638385792446805
287,Sicily,38.11619242480966
308,Tuscany,35.62750020301737
329,Trentino-Alto Adige/South Tyrol,95.60001313255968
350,Umbria,83.4519997041331
370,Aosta,34.102653662555866
386,Veneto,60.398208155825415
