,geoName,means
0,Abruzzo,13.00761421319797
1,Basilicata,1.0786802030456852
2,Calabria,14.086294416243655
3,Campania,57.931472081218274
4,Emilia-Romagna,65.48223350253807
5,Friuli-Venezia Giulia,13.83248730964467
6,Lazio,56.34517766497462
7,Liguria,27.66497461928934
8,Lombardy,100.0
9,Marche,16.243654822335024
10,Molise,1.0786802030456852
11,Piedmont,46.763959390862944
12,Apulia,25.571065989847718
13,Sardinia,26.903553299492387
14,Sicily,56.02791878172589
15,Tuscany,46.7005076142132
16,Trentino-Alto Adige/South Tyrol,10.025380710659899
17,Umbria,9.200507614213198
18,Aosta,0.9517766497461929
19,Veneto,40.35532994923858
