date,means
2018-01-31,30.0
2018-02-28,10.0
2018-03-31,40.0
2018-04-30,20.0
2018-05-31,10.0
2018-06-30,30.0
2018-07-31,20.0
2018-08-31,40.0
2018-09-30,80.0
2018-10-31,20.0
2018-11-30,60.0
2018-12-31,100.0
2019-01-31,90.0
2019-02-28,30.0
2019-03-31,90.0
2019-04-30,60.0
2019-05-31,100.0
2019-06-30,40.0
2019-07-31,40.0
2019-08-31,40.0
2019-09-30,60.0
2019-10-31,70.0
2019-11-30,50.0
2019-12-31,20.0
2020-01-31,40.0
2020-02-29,0.0
2020-03-31,60.0
2020-04-30,60.0
2020-05-31,80.0
2020-06-30,80.0
2020-07-31,30.0
