date,means
2018-01-01,8.695652173913043
2018-04-01,4.3478260869565215
2018-08-01,4.3478260869565215
2018-09-01,13.043478260869565
2018-10-01,21.73913043478261
2018-11-01,47.82608695652174
2018-12-01,21.73913043478261
2019-01-01,34.78260869565217
2019-02-01,13.043478260869565
2019-03-01,13.043478260869565
2019-05-01,8.695652173913043
2019-06-01,4.3478260869565215
2019-07-01,8.695652173913043
2019-08-01,17.391304347826086
2019-09-01,34.78260869565217
2019-10-01,65.21739130434783
2019-11-01,100.0
2019-12-01,60.86956521739131
2020-01-01,60.86956521739131
2020-02-01,26.08695652173913
2020-03-01,8.695652173913043
2020-04-01,4.3478260869565215
2020-06-01,4.3478260869565215
