date,means
2018-01-01,28.000000000000004
2018-02-01,40.0
2018-03-01,60.0
2018-04-01,36.0
2018-05-01,60.0
2018-06-01,32.0
2018-07-01,16.0
2018-08-01,24.0
2018-09-01,72.0
2018-10-01,16.0
2018-11-01,28.000000000000004
2018-12-01,32.0
2019-01-01,52.0
2019-02-01,72.0
2019-03-01,28.000000000000004
2019-04-01,32.0
2019-05-01,36.0
2019-06-01,36.0
2019-07-01,32.0
2019-08-01,44.0
2019-09-01,84.0
2019-10-01,100.0
2019-11-01,32.0
2019-12-01,12.0
2020-01-01,92.0
2020-02-01,72.0
2020-03-01,0.0
2020-04-01,16.0
2020-05-01,16.0
2020-06-01,0.0
