,geoName,means
0,Abruzzo,29.577464788732396
1,Basilicata,1.408450704225352
2,Calabria,7.042253521126761
3,Campania,30.985915492957748
4,Emilia-Romagna,70.4225352112676
5,Friuli-Venezia Giulia,14.084507042253522
6,Lazio,70.4225352112676
7,Liguria,22.535211267605632
8,Lombardy,100.0
9,Marche,21.12676056338028
10,Molise,1.408450704225352
11,Piedmont,47.88732394366197
12,Apulia,42.25352112676056
13,Sardinia,38.028169014084504
14,Sicily,50.70422535211268
15,Tuscany,43.66197183098591
16,Trentino-Alto Adige/South Tyrol,11.267605633802816
17,Umbria,29.577464788732396
18,Aosta,1.408450704225352
19,Veneto,90.14084507042253
