,geoName,means
0,Abruzzo,10.301263362487852
1,Basilicata,0.09718172983479106
2,Calabria,4.761904761904762
3,Campania,41.10787172011662
4,Emilia-Romagna,51.70068027210884
5,Friuli-Venezia Giulia,4.859086491739553
6,Lazio,100.0
7,Liguria,12.147716229348882
8,Lombardy,92.4198250728863
9,Marche,6.608357628765792
10,Molise,0.09718172983479106
11,Piedmont,29.54324586977648
12,Apulia,21.185617103984452
13,Sardinia,17.784256559766764
14,Sicily,31.875607385811467
15,Tuscany,22.06025267249757
16,Trentino-Alto Adige/South Tyrol,6.899902818270165
17,Umbria,9.329446064139942
18,Aosta,0.09718172983479106
19,Veneto,45.18950437317784
