date,means
2018-01-01,31.25
2018-02-01,6.25
2018-03-01,12.5
2018-04-01,6.25
2018-05-01,25.0
2018-06-01,18.75
2018-07-01,25.0
2018-08-01,12.5
2018-09-01,31.25
2018-10-01,43.75
2018-11-01,6.25
2018-12-01,12.5
2019-01-01,31.25
2019-02-01,25.0
2019-03-01,62.5
2019-04-01,12.5
2019-05-01,18.75
2019-06-01,25.0
2019-07-01,31.25
2019-08-01,18.75
2019-09-01,43.75
2019-10-01,62.5
2019-11-01,100.0
2019-12-01,37.5
2020-01-01,50.0
2020-02-01,31.25
2020-03-01,18.75
2020-04-01,25.0
2020-05-01,43.75
2020-06-01,25.0
2020-07-01,25.0
