,geoName,means
0,Abruzzo,8.155799440499246
1,Basilicata,1.9259737465031204
2,Calabria,10.813428018076179
3,Campania,46.642995480955456
4,Emilia-Romagna,42.31762427372498
5,Friuli-Venezia Giulia,7.036797934151065
6,Lazio,61.34064988164407
7,Liguria,10.748870238863782
8,Lombardy,100.0
9,Marche,11.362169141381537
10,Molise,0.9576070583171938
11,Piedmont,35.36690337852378
12,Apulia,25.672476866795783
13,Sardinia,12.158381751667743
14,Sicily,30.783301054443726
15,Tuscany,29.47062621045836
16,Trentino-Alto Adige/South Tyrol,6.111469765440069
17,Umbria,5.47665160318485
18,Aosta,0.667097051861416
19,Veneto,37.21755971594577
