,geoName,means
0,Abruzzo,6.506024096385542
1,Basilicata,1.0843373493975903
2,Calabria,3.75684556407448
3,Campania,15.52026286966046
4,Emilia-Romagna,36.58269441401971
5,Friuli-Venezia Giulia,7.031763417305586
6,Lazio,40.372398685651696
7,Liguria,7.929901423877327
8,Lombardy,100.0
9,Marche,7.327491785323111
10,Molise,0.547645125958379
11,Piedmont,28.357064622124863
12,Apulia,11.478641840087624
13,Sardinia,7.152245345016429
14,Sicily,11.861993428258488
15,Tuscany,21.161007667031765
16,Trentino-Alto Adige/South Tyrol,4.698795180722891
17,Umbria,3.570646221248631
18,Aosta,0.4928806133625411
19,Veneto,34.534501642935375
