,geoName,means
18,Abruzzo,47.31346402997357
37,Basilicata,100.0
58,Calabria,82.74899139713308
79,Campania,43.76279437140765
100,Emilia-Romagna,49.54100900640798
121,Friuli-Venezia Giulia,72.295038174517
142,Lazio,50.63939712889302
163,Liguria,54.15827458878819
184,Lombardy,29.120126312053472
204,Marche,57.36722588569951
220,Molise,95.91610291102911
240,Piedmont,34.25066993805248
261,Apulia,57.22709940587036
282,Sardinia,70.33113478817309
303,Sicily,78.1297832650538
324,Tuscany,46.75322378339636
345,Trentino-Alto Adige/South Tyrol,39.80491510186424
365,Umbria,79.41004915591182
383,Aosta,35.40099366810858
402,Veneto,66.59553039859443
