,geoName,means
0,Abruzzo,7.9632465543644715
1,Basilicata,1.0719754977029097
2,Calabria,6.1255742725880555
3,Campania,18.68300153139357
4,Emilia-Romagna,56.58499234303216
5,Friuli-Venezia Giulia,8.039816232771823
6,Lazio,65.31393568147014
7,Liguria,18.300153139356816
8,Lombardy,100.0
9,Marche,6.278713629402756
10,Molise,0.15313935681470137
11,Piedmont,23.583460949464012
12,Apulia,24.119448698315466
13,Sardinia,14.241960183767228
14,Sicily,22.664624808575805
15,Tuscany,30.01531393568147
16,Trentino-Alto Adige/South Tyrol,10.260336906584993
17,Umbria,4.900459418070444
18,Aosta,0.07656967840735068
19,Veneto,41.577335375191424
