date,means
2018-01-31,3.90625
2018-02-28,3.125
2018-03-31,3.125
2018-04-30,6.25
2018-05-31,2.34375
2018-06-30,2.734375
2018-07-31,4.296875
2018-08-31,3.515625
2018-09-30,9.765625
2018-10-31,6.640625
2018-11-30,3.125
2018-12-31,5.46875
2019-01-31,8.59375
2019-02-28,7.8125
2019-03-31,4.6875
2019-04-30,3.125
2019-05-31,2.734375
2019-06-30,1.953125
2019-07-31,2.734375
2019-08-31,3.90625
2019-09-30,5.078125
2019-10-31,3.125
2019-11-30,5.46875
2019-12-31,1.953125
2020-01-31,5.078125
2020-02-29,3.125
2020-03-31,2.34375
2020-04-30,3.125
2020-05-31,100.0
2020-06-30,33.59375
2020-07-31,8.984375
