,geoName,means
0,Abruzzo,17.482517482517483
1,Basilicata,7.925407925407925
2,Calabria,32.4009324009324
3,Campania,57.80885780885781
4,Emilia-Romagna,67.83216783216783
5,Friuli-Venezia Giulia,17.24941724941725
6,Lazio,87.17948717948718
7,Liguria,26.806526806526808
8,Lombardy,100.0
9,Marche,18.88111888111888
10,Molise,4.195804195804196
11,Piedmont,41.02564102564103
12,Apulia,62.47086247086247
13,Sardinia,46.386946386946384
14,Sicily,84.61538461538461
15,Tuscany,53.84615384615385
16,Trentino-Alto Adige/South Tyrol,7.6923076923076925
17,Umbria,10.256410256410257
18,Aosta,1.1655011655011656
19,Veneto,73.42657342657343
