date,means
2018-04-01,5.068720645577887
2018-06-01,10.137441291155774
2018-10-01,25.34360322788943
2018-11-01,55.75592710135675
2018-12-01,10.137441291155774
2019-01-01,10.137441291155774
2019-02-01,35.481044519045206
2019-05-01,5.068720645577887
2019-06-01,5.068720645577887
2019-07-01,20.274882582311548
2019-09-01,5.068720645577887
2019-10-01,35.481044519045206
2019-11-01,45.61848581020098
2019-12-01,35.481044519045206
2020-01-01,10.137441291155774
2020-02-01,25.34360322788943
2020-03-01,5.068720645577887
