,geoName,means
5,Abruzzo,34.908608645412045
45,Calabria,21.085484050062657
66,Campania,10.891028267103644
87,Emilia-Romagna,24.717586351169167
108,Friuli-Venezia Giulia,17.181764128018198
129,Lazio,17.566945690625595
150,Liguria,32.22604527992242
171,Lombardy,18.37677268196139
192,Marche,38.67096586501164
212,Molise,65.39975399753996
227,Piedmont,17.579000487227674
248,Apulia,15.876725790076604
269,Sardinia,28.863369424677003
290,Sicily,37.25633084350519
311,Tuscany,17.740416697560615
332,Trentino-Alto Adige/South Tyrol,26.954820132213975
353,Umbria,10.196176194220186
373,Aosta,100.0
389,Veneto,29.517843759541805
