,geoName,means
0,Abruzzo,30.87248322147651
1,Basilicata,10.738255033557047
2,Calabria,59.060402684563755
3,Campania,100.0
4,Emilia-Romagna,38.25503355704698
5,Friuli-Venezia Giulia,8.053691275167786
6,Lazio,59.060402684563755
7,Liguria,10.738255033557047
8,Lombardy,80.53691275167785
9,Marche,30.201342281879196
10,Molise,6.7114093959731544
11,Piedmont,42.95302013422819
12,Apulia,81.87919463087249
13,Sardinia,28.859060402684563
14,Sicily,91.94630872483222
15,Tuscany,32.88590604026846
16,Trentino-Alto Adige/South Tyrol,12.080536912751677
17,Umbria,13.422818791946309
18,Aosta,4.026845637583893
19,Veneto,58.38926174496644
