,date,means
0,2018-01-01,5.588585017835911
1,2018-02-01,5.112960760998812
2,2018-03-01,4.280618311533889
3,2018-04-01,3.6860879904875152
4,2018-05-01,4.518430439952438
5,2018-06-01,4.0428061831153395
6,2018-07-01,3.9239001189060647
7,2018-08-01,6.420927467300832
8,2018-09-01,7.134363852556481
9,2018-10-01,6.539833531510106
10,2018-11-01,5.826397146254459
11,2018-12-01,3.210463733650416
12,2019-01-01,8.680142687277053
13,2019-02-01,5.707491082045186
14,2019-03-01,9.988109393579073
15,2019-04-01,7.966706302021405
16,2019-05-01,8.680142687277053
17,2019-06-01,7.253269916765756
18,2019-07-01,7.728894173602854
19,2019-08-01,7.847800237812129
20,2019-09-01,14.744351961950061
21,2019-10-01,12.485136741973843
22,2019-11-01,8.323424494649231
23,2019-12-01,4.399524375743163
24,2020-01-01,9.3935790725327
25,2020-02-01,4.518430439952438
26,2020-03-01,1.4268727705112965
27,2020-04-01,0.9512485136741976
28,2020-05-01,0.7134363852556482
29,2020-06-01,0.356718192627824
