date,means
2018-02-28,5.0
2018-03-31,10.0
2018-04-30,25.0
2018-05-31,26.25
2018-06-30,18.75
2018-07-31,30.0
2018-08-31,30.0
2018-09-30,25.0
2018-10-31,36.25
2018-11-30,27.500000000000004
2018-12-31,22.5
2019-01-31,63.74999999999999
2019-02-28,50.0
2019-03-31,60.0
2019-04-30,55.00000000000001
2019-05-31,40.0
2019-06-30,65.0
2019-07-31,53.75
2019-08-31,65.0
2019-09-30,83.75
2019-10-31,100.0
2019-11-30,72.5
2019-12-31,62.5
2020-01-31,63.74999999999999
2020-02-29,51.24999999999999
2020-03-31,37.5
2020-04-30,53.75
2020-05-31,63.74999999999999
2020-06-30,48.75
2020-07-31,17.5
