,geoName,means
19,Abruzzo,55.18584659558451
38,Basilicata,54.269431746769634
59,Calabria,100.0
80,Campania,88.69497928899814
101,Emilia-Romagna,56.55621318183189
122,Friuli-Venezia Giulia,45.270122767408324
143,Lazio,94.22301621202361
164,Liguria,65.31419525153441
185,Lombardy,83.24619322923952
205,Marche,50.94469226790794
241,Piedmont,85.3203328615732
262,Apulia,72.25464629409448
283,Sardinia,96.78906578143626
304,Sicily,78.52970899063084
325,Tuscany,59.725950091858
346,Trentino-Alto Adige/South Tyrol,71.01994925939445
366,Umbria,80.59396194092342
403,Veneto,88.57474386402836
