date,Peintre en bâtiment
2018-01-07,0.0
2018-01-14,0.0
2018-01-21,0.0
2018-01-28,0.0
2018-02-04,0.0
2018-02-11,0.0
2018-02-18,0.0
2018-02-25,0.4999997920163969
2018-03-04,0.0
2018-03-11,0.5099997878567247
2018-03-18,0.0
2018-03-25,0.5099997878567247
2018-04-01,0.5299997795373808
2018-04-08,0.5099997878567247
2018-04-15,0.0
2018-04-22,0.4899997961760689
2018-04-29,0.0
2018-05-06,0.0
2018-05-13,0.0
2018-05-20,0.0
2018-05-27,0.0
2018-06-03,0.0
2018-06-10,0.4599998086550851
2018-06-17,0.0
2018-06-24,0.0
2018-07-01,0.0
2018-07-08,0.47999980033574097
2018-07-15,0.0
2018-07-22,0.0
2018-07-29,0.46999980449541306
2018-08-05,0.0
2018-08-12,0.0
2018-08-19,0.0
2018-08-26,0.0
2018-09-02,0.4900002509668811
2018-09-09,4.603370415885399e-07
2018-09-16,0.0
2018-09-23,0.0
2018-09-30,0.0
2018-10-07,0.5199997836970528
2018-10-14,0.0
2018-10-21,0.5199997836970528
2018-10-28,0.0
2018-11-04,0.0
2018-11-11,0.0
2018-11-18,0.0
2018-11-25,0.0
2018-12-02,1.0
2018-12-09,0.4999997920163969
2018-12-16,0.5099997878567247
2018-12-23,0.0
2018-12-30,0.5399997753777086
2019-01-06,0.0
2019-01-13,4.2151343567143416e-07
2019-01-20,0.0
2019-01-27,0.0
2019-02-03,0.0
2019-02-10,0.0
2019-02-17,0.5299997795373808
2019-02-24,0.5499997712180366
2019-03-03,0.0
2019-03-10,0.0
2019-03-17,0.0
2019-03-24,0.0
2019-03-31,0.43999981697442925
2019-04-07,0.43000025928622526
2019-04-14,0.4499998128147572
2019-04-21,0.0
2019-04-28,0.40999982945344543
2019-05-05,0.0
2019-05-12,4.159672062547047e-07
2019-05-19,0.8199996589068909
2019-05-26,0.4199998252937734
2019-06-02,0.0
2019-06-09,0.400000238487865
2019-06-16,0.4199998252937734
2019-06-23,0.4199998252937734
2019-06-30,0.3999998336131175
2019-07-07,4.159672062547047e-07
2019-07-14,0.3999998336131175
2019-07-21,0.40999982945344543
2019-07-28,0.0
2019-08-04,0.0
2019-08-11,0.8099996630665629
2019-08-18,0.0
2019-08-25,0.41000023987442225
2019-09-01,0.40999982945344543
2019-09-08,0.3999998336131175
2019-09-15,0.3799998419324616
2019-09-22,3.8268982975432843e-07
2019-09-29,0.0
2019-10-06,3.8823605917105776e-07
2019-10-13,0.41000022878196346
2019-10-20,0.0
2019-10-27,0.38999983777278957
2019-11-03,0.3799998419324616
2019-11-10,0.38999983777278957
2019-11-17,0.40999982945344543
2019-11-24,0.0
2019-12-01,0.40999982945344543
2019-12-08,0.3999998336131175
2019-12-15,3.660511415041403e-07
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,0.0
2020-01-12,3.4941245325395197e-07
2020-01-19,5.546229416729396e-07
2020-01-26,3.6050491208741085e-07
2020-02-02,0.3900001982777016
2020-02-09,3.5495868267068146e-07
2020-02-16,0.3799998419324616
2020-02-23,0.38000019689114434
2020-03-01,3.5495868267068146e-07
2020-03-08,0.36999984609213366
2020-03-15,0.6899997129826276
2020-03-22,0.3399998585711499
2020-03-29,0.3400001636137678
2020-04-05,0.0
2020-04-12,0.3400001691599972
2020-04-19,0.6699997213019718
2020-04-26,2.939501590866581e-07
2020-05-03,0.3300001677734399
2020-05-10,3.161350767535756e-07
2020-05-17,0.37000018441212806
2020-05-24,0.35999985025180575
2020-05-31,0.0
2020-06-07,0.0
2020-06-14,0.3499998544114778
2020-06-21,
