date,moustiquaire lit
2018-01-07,0.0
2018-01-14,0.0
2018-01-21,0.10967741935483871
2018-01-28,0.16774193548387098
2018-02-04,0.16129032258064516
2018-02-11,0.10967741935483871
2018-02-18,0.0
2018-02-25,0.0
2018-03-04,0.0
2018-03-11,0.22580645161290322
2018-03-18,0.16774193548387098
2018-03-25,0.10967741935483871
2018-04-01,0.0
2018-04-08,0.22580645161290322
2018-04-15,0.7290322580645161
2018-04-22,0.45806451612903226
2018-04-29,0.2709677419354839
2018-05-06,0.43870967741935485
2018-05-13,0.22580645161290322
2018-05-20,0.6709677419354839
2018-05-27,0.3161290322580645
2018-06-03,0.3548387096774194
2018-06-10,0.3419354838709677
2018-06-17,0.6838709677419355
2018-06-24,0.4
2018-07-01,0.9612903225806452
2018-07-08,0.3935483870967742
2018-07-15,0.6516129032258065
2018-07-22,0.7290322580645161
2018-07-29,0.4064516129032258
2018-08-05,0.38064516129032255
2018-08-12,0.33548387096774196
2018-08-19,0.2838709677419355
2018-08-26,0.24516129032258063
2018-09-02,0.12258064516129032
2018-09-09,0.44516129032258067
2018-09-16,0.12258064516129032
2018-09-23,0.0
2018-09-30,0.12258064516129032
2018-10-07,0.0
2018-10-14,0.12258064516129032
2018-10-21,0.12258064516129032
2018-10-28,0.0
2018-11-04,0.0
2018-11-11,0.0
2018-11-18,0.0
2018-11-25,0.10967741935483871
2018-12-02,0.0
2018-12-09,0.11612903225806452
2018-12-16,0.12258064516129032
2018-12-23,0.0
2018-12-30,0.0
2019-01-06,0.11612903225806452
2019-01-13,0.33548387096774196
2019-01-20,0.0
2019-01-27,0.10967741935483871
2019-02-03,0.27741935483870966
2019-02-10,0.0
2019-02-17,0.0
2019-02-24,0.17419354838709677
2019-03-03,0.11612903225806452
2019-03-10,0.11612903225806452
2019-03-17,0.0
2019-03-24,0.27741935483870966
2019-03-31,0.0
2019-04-07,0.16774193548387098
2019-04-14,0.3741935483870968
2019-04-21,0.10967741935483871
2019-04-28,0.2903225806451613
2019-05-05,0.2709677419354839
2019-05-12,0.16129032258064516
2019-05-19,0.0
2019-05-26,0.4258064516129032
2019-06-02,0.36774193548387096
2019-06-09,0.10967741935483871
2019-06-16,0.21935483870967742
2019-06-23,0.7290322580645161
2019-06-30,0.45806451612903226
2019-07-07,0.45806451612903226
2019-07-14,0.44516129032258067
2019-07-21,0.32903225806451614
2019-07-28,0.23225806451612904
2019-08-04,0.3096774193548387
2019-08-11,0.2064516129032258
2019-08-18,0.23870967741935484
2019-08-25,0.23225806451612904
2019-09-01,0.0
2019-09-08,0.25161290322580643
2019-09-15,0.0
2019-09-22,0.0
2019-09-29,0.1032258064516129
2019-10-06,0.1870967741935484
2019-10-13,0.0
2019-10-20,0.0967741935483871
2019-10-27,0.0
2019-11-03,0.14838709677419354
2019-11-10,0.0967741935483871
2019-11-17,0.0
2019-11-24,0.0
2019-12-01,0.0
2019-12-08,0.09032258064516129
2019-12-15,0.09032258064516129
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,0.0
2020-01-12,0.0
2020-01-19,0.08387096774193549
2020-01-26,0.14193548387096774
2020-02-02,0.0
2020-02-09,0.23870967741935484
2020-02-16,0.09032258064516129
2020-02-23,0.08387096774193549
2020-03-01,0.07741935483870968
2020-03-08,0.08387096774193549
2020-03-15,0.23870967741935484
2020-03-22,0.0
2020-03-29,0.07741935483870968
2020-04-05,0.07741935483870968
2020-04-12,0.1935483870967742
2020-04-19,0.07096774193548387
2020-04-26,0.36774193548387096
2020-05-03,0.6580645161290323
2020-05-10,0.2645161290322581
2020-05-17,0.49032258064516127
2020-05-24,0.5870967741935483
2020-05-31,0.4129032258064516
2020-06-07,0.3870967741935484
2020-06-14,0.3870967741935484
2020-06-21,1.0
