date,Cura giardino,Installazione barbecue,Installazione pannelli solari,Installazione piscina,Installazione tende da sole
2018-04-01,33.33333333333333,0.0,0.0,0.0,16.666666666666664
2018-05-01,0.0,0.0,0.0,0.0,33.33333333333333
2018-07-01,0.0,0.0,0.0,16.666666666666664,0.0
2018-08-01,16.666666666666664,0.0,0.0,0.0,0.0
2018-09-01,16.666666666666664,0.0,0.0,0.0,0.0
2018-10-01,16.666666666666664,0.0,0.0,0.0,0.0
2019-02-01,16.666666666666664,0.0,0.0,0.0,0.0
2019-03-01,50.0,0.0,16.666666666666664,0.0,0.0
2019-04-01,33.33333333333333,0.0,0.0,0.0,0.0
2019-05-01,16.666666666666664,0.0,0.0,16.666666666666664,0.0
2019-06-01,16.666666666666664,0.0,0.0,0.0,0.0
2019-07-01,50.0,0.0,0.0,16.666666666666664,16.666666666666664
2019-08-01,16.666666666666664,0.0,16.666666666666664,0.0,0.0
2019-09-01,0.0,0.0,33.33333333333333,0.0,0.0
2019-10-01,16.666666666666664,0.0,0.0,0.0,0.0
2019-12-01,0.0,0.0,16.666666666666664,0.0,0.0
2020-01-01,16.666666666666664,0.0,0.0,0.0,0.0
2020-02-01,0.0,0.0,16.666666666666664,0.0,0.0
2020-03-01,16.666666666666664,0.0,16.666666666666664,16.666666666666664,0.0
2020-04-01,33.33333333333333,0.0,0.0,0.0,16.666666666666664
2020-05-01,33.33333333333333,0.0,66.66666666666666,16.666666666666664,100.0
2020-06-01,0.0,0.0,33.33333333333333,0.0,50.0
