date,Cura giardino,Installazione barbecue,Installazione pannelli solari,Installazione piscina,Installazione tende da sole
2018-01-01,6.1289047054171615,0.0,2.807433768287861,1.937524713325425,0.8303677342823249
2018-02-01,6.425464610517992,0.0,2.926057730328193,1.542111506524318,0.8303677342823249
2018-03-01,10.913404507710558,0.0,2.886516409648082,1.9572953736654803,2.550415183867141
2018-04-01,22.47924080664294,0.0,2.6294978252273626,3.5191775405298538,24.555160142348754
2018-05-01,20.69988137603796,0.0,3.3412415974693555,4.962435745353895,24.87149070778964
2018-06-01,13.997627520759192,0.0,2.965599051008304,4.507710557532621,15.97469355476473
2018-07-01,12.356662712534598,0.0,3.262158956109134,5.575326215895611,15.539739027283511
2018-08-01,11.071569790431,0.0,2.8667457493080266,5.773032819296164,5.950968762356663
2018-09-01,18.584420719652037,0.0,2.76789244760775,2.6888098062475287,3.0249110320284696
2018-10-01,12.13918544879399,0.0,2.8667457493080266,1.6805061289047054,2.273625939106366
2018-11-01,7.987346777382365,0.0,2.392249901146698,1.2455516014234875,1.502570185844207
2018-12-01,2.985369711348359,0.0,1.7595887702649269,1.146698299723211,0.6524317912218268
2019-01-01,6.247528667457493,0.0,4.4286279161724,3.459865559509687,3.044681692368525
2019-02-01,12.000790826413603,0.0,4.033214709371293,3.28192961644919,8.224594701463028
2019-03-01,28.094108343218664,0.0,4.448398576512456,11.032028469750891,15.717674970344008
2019-04-01,24.159746935547645,0.0,4.290233293792013,10.438908659549229,15.005931198102015
2019-05-01,26.65085013839462,0.19770660340055357,4.408857255832345,9.232898378805853,12.77184657967576
2019-06-01,29.319889284302096,0.2570185844207196,5.338078291814947,15.183867141162516,20.95689996045868
2019-07-01,20.126532226176355,0.21747726374060894,6.919731119019374,15.97469355476473,15.599051008303677
2019-08-01,20.69988137603796,0.15816528272044286,5.773032819296164,9.41083432186635,8.8572558323448
2019-09-01,18.09015421115065,0.15816528272044286,8.718861209964412,12.099644128113878,7.6512455516014235
2019-10-01,15.005931198102015,0.09885330170027679,8.956109134045077,4.4286279161724,4.369315935152234
2019-11-01,7.552392249901146,0.09885330170027679,7.848952155001977,4.4879398971925655,4.3100039541320685
2019-12-01,4.903123764333729,0.039541320680110716,4.270462633451958,1.5223408461842625,2.2538552787663106
2020-01-01,9.37129300118624,0.1383946223803875,8.26413602214314,5.79280347963622,4.606563859232899
2020-02-01,14.254646105179914,0.1779359430604982,9.193357058125741,11.190193752471332,7.671016211941478
2020-03-01,11.249505733491498,0.1779359430604982,4.942665085013839,18.36694345591143,4.606563859232899
2020-04-01,25.820482404112298,0.4349545274812179,6.010280743376828,35.863977856860416,26.037959667852906
2020-05-01,53.69711348359035,0.9489916963226572,69.73111901937524,86.55595096876235,100.0
2020-06-01,14.72914195334124,0.3756425464610518,10.972716488730724,39.422696718070384,50.39541320680111
