date,Cura giardino,Installazione barbecue,Installazione pannelli solari,Installazione piscina,Installazione tende da sole
2018-01-01,5.590062111801243,0.0,1.8633540372670807,0.0,0.6211180124223602
2018-02-01,5.590062111801243,0.0,2.484472049689441,0.0,1.2422360248447204
2018-03-01,8.074534161490684,0.0,1.8633540372670807,0.0,2.484472049689441
2018-04-01,12.422360248447205,0.0,1.2422360248447204,2.484472049689441,23.60248447204969
2018-05-01,13.043478260869565,0.0,3.1055900621118013,3.1055900621118013,31.67701863354037
2018-06-01,6.211180124223603,0.0,4.3478260869565215,2.484472049689441,10.559006211180124
2018-07-01,12.422360248447205,0.0,3.7267080745341614,4.3478260869565215,18.012422360248447
2018-08-01,16.77018633540373,0.0,5.590062111801243,4.3478260869565215,11.180124223602485
2018-09-01,9.316770186335404,0.0,3.7267080745341614,1.2422360248447204,4.968944099378882
2018-10-01,6.832298136645963,0.0,1.2422360248447204,1.2422360248447204,3.1055900621118013
2018-11-01,2.484472049689441,0.0,3.1055900621118013,1.2422360248447204,1.2422360248447204
2018-12-01,3.1055900621118013,0.0,2.484472049689441,1.2422360248447204,1.2422360248447204
2019-01-01,8.695652173913043,0.0,3.7267080745341614,4.3478260869565215,4.968944099378882
2019-02-01,13.043478260869565,0.0,6.211180124223603,4.968944099378882,5.590062111801243
2019-03-01,16.149068322981368,0.0,4.968944099378882,6.832298136645963,30.434782608695656
2019-04-01,16.149068322981368,0.0,8.695652173913043,5.590062111801243,17.391304347826086
2019-05-01,20.496894409937887,0.6211180124223602,3.7267080745341614,3.1055900621118013,10.559006211180124
2019-06-01,21.11801242236025,1.2422360248447204,3.1055900621118013,8.695652173913043,21.11801242236025
2019-07-01,16.77018633540373,0.0,6.211180124223603,10.559006211180124,22.36024844720497
2019-08-01,24.22360248447205,0.0,4.3478260869565215,5.590062111801243,13.664596273291925
2019-09-01,13.664596273291925,0.0,7.453416149068323,7.453416149068323,11.801242236024844
2019-10-01,15.527950310559005,0.0,10.559006211180124,4.3478260869565215,4.3478260869565215
2019-11-01,3.1055900621118013,0.0,7.453416149068323,3.7267080745341614,3.7267080745341614
2019-12-01,2.484472049689441,0.0,4.968944099378882,1.2422360248447204,2.484472049689441
2020-01-01,14.285714285714285,0.0,8.074534161490684,10.559006211180124,4.3478260869565215
2020-02-01,7.453416149068323,0.0,5.590062111801243,6.832298136645963,14.906832298136646
2020-03-01,8.074534161490684,0.0,5.590062111801243,8.074534161490684,6.211180124223603
2020-04-01,20.496894409937887,0.0,1.8633540372670807,29.19254658385093,26.70807453416149
2020-05-01,31.67701863354037,0.0,49.68944099378882,65.83850931677019,100.0
2020-06-01,7.453416149068323,0.0,8.074534161490684,31.67701863354037,45.962732919254655
