date,Cura giardino,Installazione barbecue,Installazione pannelli solari,Installazione piscina,Installazione tende da sole
2018-01-01,8.60215053763441,0.0,0.0,4.301075268817205,3.225806451612903
2018-02-01,7.526881720430108,0.0,3.225806451612903,0.0,0.0
2018-03-01,10.75268817204301,0.0,2.1505376344086025,3.225806451612903,3.225806451612903
2018-04-01,22.58064516129032,0.0,2.1505376344086025,2.1505376344086025,27.956989247311824
2018-05-01,12.903225806451612,0.0,2.1505376344086025,5.376344086021505,23.655913978494624
2018-06-01,9.67741935483871,0.0,4.301075268817205,7.526881720430108,9.67741935483871
2018-07-01,12.903225806451612,0.0,0.0,6.451612903225806,12.903225806451612
2018-08-01,6.451612903225806,0.0,0.0,5.376344086021505,4.301075268817205
2018-09-01,15.053763440860216,0.0,4.301075268817205,4.301075268817205,1.0752688172043012
2018-10-01,10.75268817204301,0.0,4.301075268817205,3.225806451612903,2.1505376344086025
2018-11-01,2.1505376344086025,0.0,3.225806451612903,2.1505376344086025,0.0
2018-12-01,4.301075268817205,0.0,1.0752688172043012,1.0752688172043012,0.0
2019-01-01,4.301075268817205,0.0,3.225806451612903,0.0,0.0
2019-02-01,8.60215053763441,0.0,6.451612903225806,2.1505376344086025,9.67741935483871
2019-03-01,30.107526881720432,0.0,4.301075268817205,11.827956989247312,10.75268817204301
2019-04-01,33.33333333333333,0.0,11.827956989247312,11.827956989247312,23.655913978494624
2019-05-01,37.634408602150536,0.0,3.225806451612903,10.75268817204301,12.903225806451612
2019-06-01,39.784946236559136,1.0752688172043012,6.451612903225806,12.903225806451612,13.978494623655912
2019-07-01,37.634408602150536,2.1505376344086025,9.67741935483871,17.20430107526882,16.129032258064516
2019-08-01,17.20430107526882,0.0,4.301075268817205,15.053763440860216,11.827956989247312
2019-09-01,21.50537634408602,0.0,10.75268817204301,18.27956989247312,4.301075268817205
2019-10-01,20.43010752688172,0.0,12.903225806451612,5.376344086021505,3.225806451612903
2019-11-01,8.60215053763441,0.0,5.376344086021505,3.225806451612903,3.225806451612903
2019-12-01,3.225806451612903,0.0,2.1505376344086025,2.1505376344086025,2.1505376344086025
2020-01-01,7.526881720430108,0.0,13.978494623655912,3.225806451612903,4.301075268817205
2020-02-01,16.129032258064516,0.0,6.451612903225806,16.129032258064516,8.60215053763441
2020-03-01,6.451612903225806,0.0,3.225806451612903,20.43010752688172,4.301075268817205
2020-04-01,29.03225806451613,0.0,8.60215053763441,49.46236559139785,12.903225806451612
2020-05-01,37.634408602150536,0.0,59.13978494623656,100.0,69.89247311827957
2020-06-01,15.053763440860216,1.0752688172043012,7.526881720430108,44.086021505376344,41.935483870967744
