date,Hochzeit Kosten,Hochzeit günstig,isPartial
2018-01-07,24,19,False
2018-01-14,33,9,False
2018-01-21,48,14,False
2018-01-28,29,14,False
2018-02-04,19,48,False
2018-02-11,24,0,False
2018-02-18,10,10,False
2018-02-25,29,14,False
2018-03-04,29,19,False
2018-03-11,24,0,False
2018-03-18,25,0,False
2018-03-25,26,10,False
2018-04-01,42,11,False
2018-04-08,25,10,False
2018-04-15,25,41,False
2018-04-22,25,10,False
2018-04-29,10,21,False
2018-05-06,21,10,False
2018-05-13,100,10,False
2018-05-20,64,16,False
2018-05-27,38,11,False
2018-06-03,31,10,False
2018-06-10,10,19,False
2018-06-17,20,10,False
2018-06-24,15,10,False
2018-07-01,39,10,False
2018-07-08,39,20,False
2018-07-15,25,10,False
2018-07-22,20,10,False
2018-07-29,31,21,False
2018-08-05,37,11,False
2018-08-12,55,11,False
2018-08-19,17,11,False
2018-08-26,22,16,False
2018-09-02,15,31,False
2018-09-09,41,0,False
2018-09-16,40,15,False
2018-09-23,30,0,False
2018-09-30,45,10,False
2018-10-07,29,0,False
2018-10-14,15,20,False
2018-10-21,24,10,False
2018-10-28,29,20,False
2018-11-04,23,14,False
2018-11-11,29,9,False
2018-11-18,28,18,False
2018-11-25,23,9,False
2018-12-02,37,9,False
2018-12-09,19,0,False
2018-12-16,19,29,False
2018-12-23,22,11,False
2018-12-30,20,0,False
2019-01-06,36,9,False
2019-01-13,27,18,False
2019-01-20,40,13,False
2019-01-27,36,0,False
2019-02-03,22,9,False
2019-02-10,27,9,False
2019-02-17,23,9,False
2019-02-24,33,0,False
2019-03-03,23,9,False
2019-03-10,36,0,False
2019-03-17,9,9,False
2019-03-24,19,0,False
2019-03-31,51,0,False
2019-04-07,32,9,False
2019-04-14,20,0,False
2019-04-21,30,10,False
2019-04-28,33,0,False
2019-05-05,40,9,False
2019-05-12,28,9,False
2019-05-19,27,9,False
2019-05-26,19,19,False
2019-06-02,37,0,False
2019-06-09,19,10,False
2019-06-16,24,10,False
2019-06-23,23,0,False
2019-06-30,46,9,False
2019-07-07,18,13,False
2019-07-14,33,9,False
2019-07-21,29,10,False
2019-07-28,39,10,False
2019-08-04,46,10,False
2019-08-11,35,10,False
2019-08-18,30,10,False
2019-08-25,46,15,False
2019-09-01,19,9,False
2019-09-08,19,0,False
2019-09-15,23,19,False
2019-09-22,27,9,False
2019-09-29,18,9,False
2019-10-06,49,9,False
2019-10-13,34,17,False
2019-10-20,26,9,False
2019-10-27,31,0,False
2019-11-03,30,25,False
2019-11-10,22,0,False
2019-11-17,17,0,False
2019-11-24,13,8,False
2019-12-01,9,0,False
2019-12-08,17,0,False
2019-12-15,13,9,False
2019-12-22,30,20,False
2019-12-29,29,0,False
2020-01-05,21,8,False
2020-01-12,33,0,False
2020-01-19,41,0,False
2020-01-26,20,0,False
2020-02-02,24,12,False
2020-02-09,24,8,False
2020-02-16,34,8,False
2020-02-23,29,0,False
2020-03-01,12,12,False
2020-03-08,11,0,False
2020-03-15,18,7,False
2020-03-22,11,14,False
2020-03-29,14,7,False
2020-04-05,8,8,False
2020-04-12,8,8,False
2020-04-19,11,7,False
2020-04-26,21,0,False
2020-05-03,15,0,False
2020-05-10,25,0,False
2020-05-17,16,0,False
2020-05-24,26,15,False
2020-05-31,15,8,False
2020-06-07,35,13,True
