date,mariage cher,mariage luxe,mariage pas cher ,isPartial
2018-01-07,100,8,90,False
2018-01-14,78,8,88,False
2018-01-21,97,8,93,False
2018-01-28,93,17,90,False
2018-02-04,86,4,66,False
2018-02-11,81,7,73,False
2018-02-18,95,13,78,False
2018-02-25,96,5,83,False
2018-03-04,92,11,91,False
2018-03-11,98,9,82,False
2018-03-18,88,14,87,False
2018-03-25,86,15,75,False
2018-04-01,73,13,92,False
2018-04-08,59,10,71,False
2018-04-15,69,11,87,False
2018-04-22,72,11,74,False
2018-04-29,96,6,100,False
2018-05-06,78,8,81,False
2018-05-13,99,8,88,False
2018-05-20,80,7,81,False
2018-05-27,84,9,83,False
2018-06-03,87,12,99,False
2018-06-10,78,8,75,False
2018-06-17,78,9,92,False
2018-06-24,65,8,58,False
2018-07-01,68,10,73,False
2018-07-08,70,10,68,False
2018-07-15,85,8,72,False
2018-07-22,85,9,58,False
2018-07-29,64,4,68,False
2018-08-05,74,11,70,False
2018-08-12,82,13,83,False
2018-08-19,80,8,65,False
2018-08-26,79,4,71,False
2018-09-02,74,5,64,False
2018-09-09,67,10,55,False
2018-09-16,65,7,57,False
2018-09-23,46,9,62,False
2018-09-30,59,4,58,False
2018-10-07,56,19,43,False
2018-10-14,52,8,63,False
2018-10-21,63,8,73,False
2018-10-28,63,4,60,False
2018-11-04,54,10,54,False
2018-11-11,55,10,44,False
2018-11-18,39,4,37,False
2018-11-25,46,8,48,False
2018-12-02,46,13,51,False
2018-12-09,38,8,42,False
2018-12-16,28,4,36,False
2018-12-23,43,7,37,False
2018-12-30,53,11,57,False
2019-01-06,73,8,62,False
2019-01-13,63,9,66,False
2019-01-20,56,7,56,False
2019-01-27,67,6,66,False
2019-02-03,67,11,54,False
2019-02-10,81,3,70,False
2019-02-17,75,10,63,False
2019-02-24,65,9,50,False
2019-03-03,72,8,61,False
2019-03-10,59,6,56,False
2019-03-17,67,3,62,False
2019-03-24,52,9,55,False
2019-03-31,58,9,60,False
2019-04-07,59,6,57,False
2019-04-14,48,6,47,False
2019-04-21,52,8,51,False
2019-04-28,81,10,74,False
2019-05-05,73,12,77,False
2019-05-12,67,12,55,False
2019-05-19,54,9,69,False
2019-05-26,63,4,51,False
2019-06-02,60,4,60,False
2019-06-09,67,12,61,False
2019-06-16,71,9,69,False
2019-06-23,43,8,51,False
2019-06-30,62,8,51,False
2019-07-07,47,10,51,False
2019-07-14,47,9,38,False
2019-07-21,47,9,41,False
2019-07-28,71,10,58,False
2019-08-04,60,10,44,False
2019-08-11,51,5,52,False
2019-08-18,59,9,61,False
2019-08-25,51,7,44,False
2019-09-01,51,13,39,False
2019-09-08,53,7,44,False
2019-09-15,40,5,44,False
2019-09-22,51,8,43,False
2019-09-29,47,7,28,False
2019-10-06,41,10,41,False
2019-10-13,36,7,37,False
2019-10-20,41,4,36,False
2019-10-27,34,7,36,False
2019-11-03,29,8,28,False
2019-11-10,37,7,28,False
2019-11-17,32,5,30,False
2019-11-24,39,5,24,False
2019-12-01,31,8,35,False
2019-12-08,34,4,31,False
2019-12-15,25,3,21,False
2019-12-22,20,8,26,False
2019-12-29,54,10,38,False
2020-01-05,48,5,51,False
2020-01-12,50,7,55,False
2020-01-19,55,5,49,False
2020-01-26,54,8,53,False
2020-02-02,54,7,53,False
2020-02-09,53,5,49,False
2020-02-16,58,7,52,False
2020-02-23,51,6,37,False
2020-03-01,49,5,49,False
2020-03-08,43,6,37,False
2020-03-15,15,2,15,False
2020-03-22,23,3,25,False
2020-03-29,16,2,11,False
2020-04-05,29,7,24,False
2020-04-12,17,5,17,False
2020-04-19,18,7,18,False
2020-04-26,24,6,22,False
2020-05-03,22,0,0,True
