date,mariage cher,mariage luxe,mariage pas cher ,isPartial
2018-01-07,50,0,50,False
2018-01-14,57,14,50,False
2018-01-21,78,14,71,False
2018-01-28,66,15,66,False
2018-02-04,72,0,72,False
2018-02-11,64,0,57,False
2018-02-18,100,14,93,False
2018-02-25,78,14,78,False
2018-03-04,36,14,36,False
2018-03-11,51,15,51,False
2018-03-18,66,0,51,False
2018-03-25,66,15,66,False
2018-04-01,30,30,30,False
2018-04-08,55,14,55,False
2018-04-15,61,15,61,False
2018-04-22,15,15,15,False
2018-04-29,29,15,29,False
2018-05-06,22,0,22,False
2018-05-13,57,14,50,False
2018-05-20,66,15,66,False
2018-05-27,58,14,58,False
2018-06-03,14,14,14,False
2018-06-10,35,28,35,False
2018-06-17,44,15,44,False
2018-06-24,36,14,36,False
2018-07-01,35,14,35,False
2018-07-08,64,14,64,False
2018-07-15,36,14,36,False
2018-07-22,21,0,21,False
2018-07-29,28,0,28,False
2018-08-05,14,0,14,False
2018-08-12,42,0,42,False
2018-08-19,36,0,29,False
2018-08-26,51,0,51,False
2018-09-02,37,15,37,False
2018-09-09,22,15,22,False
2018-09-16,66,0,66,False
2018-09-23,37,15,37,False
2018-09-30,37,0,30,False
2018-10-07,45,15,30,False
2018-10-14,31,16,31,False
2018-10-21,31,16,31,False
2018-10-28,52,0,52,False
2018-11-04,36,14,22,False
2018-11-11,23,0,23,False
2018-11-18,15,0,15,False
2018-11-25,30,0,30,False
2018-12-02,15,15,15,False
2018-12-09,23,0,23,False
2018-12-16,24,0,24,False
2018-12-23,27,18,27,False
2018-12-30,82,0,65,False
2019-01-06,23,15,23,False
2019-01-13,52,0,52,False
2019-01-20,44,0,44,False
2019-01-27,43,14,43,False
2019-02-03,23,0,23,False
2019-02-10,16,16,16,False
2019-02-17,46,15,46,False
2019-02-24,15,15,15,False
2019-03-03,37,15,37,False
2019-03-10,15,30,15,False
2019-03-17,38,0,38,False
2019-03-24,15,0,15,False
2019-03-31,52,0,52,False
2019-04-07,23,0,23,False
2019-04-14,45,0,45,False
2019-04-21,35,14,35,False
2019-04-28,44,15,36,False
2019-05-05,43,14,43,False
2019-05-12,36,0,36,False
2019-05-19,28,0,28,False
2019-05-26,43,0,43,False
2019-06-02,54,27,54,False
2019-06-09,46,13,46,False
2019-06-16,75,14,75,False
2019-06-23,27,14,27,False
2019-06-30,34,14,34,False
2019-07-07,54,0,54,False
2019-07-14,48,0,48,False
2019-07-21,28,0,28,False
2019-07-28,28,0,28,False
2019-08-04,49,14,49,False
2019-08-11,25,13,25,False
2019-08-18,18,12,18,False
2019-08-25,56,0,50,False
2019-09-01,40,0,40,False
2019-09-08,41,14,34,False
2019-09-15,93,0,93,False
2019-09-22,40,13,40,False
2019-09-29,41,0,41,False
2019-10-06,27,0,27,False
2019-10-13,40,0,40,False
2019-10-20,20,13,13,False
2019-10-27,27,13,27,False
2019-11-03,13,13,13,False
2019-11-10,39,13,39,False
2019-11-17,32,0,32,False
2019-11-24,32,0,32,False
2019-12-01,25,0,25,False
2019-12-08,0,13,0,False
2019-12-15,19,13,13,False
2019-12-22,14,0,14,False
2019-12-29,41,0,34,False
2020-01-05,19,25,19,False
2020-01-12,55,18,49,False
2020-01-19,38,13,38,False
2020-01-26,31,0,31,False
2020-02-02,25,13,25,False
2020-02-09,25,12,19,False
2020-02-16,37,0,37,False
2020-02-23,36,0,36,False
2020-03-01,47,0,35,False
2020-03-08,24,12,24,False
2020-03-15,11,0,11,False
2020-03-22,21,10,21,False
2020-03-29,10,10,10,False
2020-04-05,21,10,21,False
2020-04-12,27,0,27,False
2020-04-19,21,0,10,False
2020-04-26,20,10,10,False
2020-05-03,0,0,0,True
