date,mariage cher,mariage luxe,mariage pas cher 
2018-01-07,0.2471042471042471,0.0,0.2471042471042471
2018-01-14,0.8687258687258688,0.0,0.8687258687258688
2018-01-21,0.4555984555984556,0.0,0.4092664092664093
2018-01-28,0.7104247104247104,0.0,0.6177606177606177
2018-02-04,0.888030888030888,0.0,0.888030888030888
2018-02-11,0.8185328185328186,0.0,0.8185328185328186
2018-02-18,0.43243243243243246,0.0,0.43243243243243246
2018-02-25,0.7297297297297297,0.0,0.7297297297297297
2018-03-04,0.5637065637065637,0.0,0.5637065637065637
2018-03-11,0.7567567567567568,0.0,0.7567567567567568
2018-03-18,0.5907335907335908,0.0,0.5907335907335908
2018-03-25,0.4749034749034749,0.0,0.3783783783783784
2018-04-01,0.2548262548262548,0.0,0.2548262548262548
2018-04-08,0.9343629343629344,0.0,0.9343629343629344
2018-04-15,0.5212355212355212,0.0,0.5212355212355212
2018-04-22,0.28957528957528955,0.0,0.28957528957528955
2018-04-29,0.9305019305019305,0.0,0.9305019305019305
2018-05-06,0.640926640926641,0.0,0.5405405405405406
2018-05-13,0.44015444015444016,0.0,0.44015444015444016
2018-05-20,0.6447876447876448,0.0,0.6447876447876448
2018-05-27,0.32432432432432434,0.0,0.37065637065637064
2018-06-03,0.8803088803088803,0.0,0.8803088803088803
2018-06-10,0.525096525096525,0.0,0.525096525096525
2018-06-17,0.4942084942084942,0.0,0.4942084942084942
2018-06-24,0.4517374517374517,0.0,0.25868725868725867
2018-07-01,0.5212355212355212,0.0,0.5212355212355212
2018-07-08,0.5598455598455598,0.0,0.5598455598455598
2018-07-15,0.6023166023166023,0.0,0.6023166023166023
2018-07-22,0.38996138996138996,0.0,0.38996138996138996
2018-07-29,0.7027027027027027,0.0,0.7027027027027027
2018-08-05,0.32432432432432434,0.0,0.32432432432432434
2018-08-12,0.7297297297297297,0.0,0.7297297297297297
2018-08-19,0.7027027027027027,0.0,0.7027027027027027
2018-08-26,0.37065637065637064,0.0,0.37065637065637064
2018-09-02,0.5366795366795367,0.0,0.5366795366795367
2018-09-09,0.6332046332046332,0.0,0.6332046332046332
2018-09-16,0.525096525096525,0.0,0.525096525096525
2018-09-23,0.28957528957528955,0.0,0.28957528957528955
2018-09-30,0.38996138996138996,0.0,0.38996138996138996
2018-10-07,0.7374517374517374,0.0,0.6525096525096525
2018-10-14,0.0,0.0,0.0
2018-10-21,0.4015444015444015,0.0,0.4015444015444015
2018-10-28,0.47876447876447875,0.0,0.47876447876447875
2018-11-04,0.25096525096525096,0.0,0.25096525096525096
2018-11-11,0.2857142857142857,0.0,0.2857142857142857
2018-11-18,0.0,0.0,0.0
2018-11-25,0.5019305019305019,0.0,0.5019305019305019
2018-12-02,0.12355212355212356,0.0,0.12355212355212356
2018-12-09,0.19305019305019305,0.0,0.19305019305019305
