date,Hochzeit Kosten,Hochzeit günstig,isPartial
2018-01-07,42,19,False
2018-01-14,51,18,False
2018-01-21,44,16,False
2018-01-28,33,16,False
2018-02-04,33,12,False
2018-02-11,28,10,False
2018-02-18,35,17,False
2018-02-25,29,14,False
2018-03-04,30,17,False
2018-03-11,27,8,False
2018-03-18,39,17,False
2018-03-25,30,9,False
2018-04-01,43,8,False
2018-04-08,38,14,False
2018-04-15,31,12,False
2018-04-22,23,10,False
2018-04-29,42,12,False
2018-05-06,35,13,False
2018-05-13,100,15,False
2018-05-20,76,20,False
2018-05-27,39,16,False
2018-06-03,37,18,False
2018-06-10,36,19,False
2018-06-17,35,16,False
2018-06-24,23,19,False
2018-07-01,23,13,False
2018-07-08,44,7,False
2018-07-15,42,21,False
2018-07-22,43,15,False
2018-07-29,35,15,False
2018-08-05,42,19,False
2018-08-12,30,13,False
2018-08-19,40,16,False
2018-08-26,38,15,False
2018-09-02,38,7,False
2018-09-09,42,9,False
2018-09-16,39,12,False
2018-09-23,23,10,False
2018-09-30,44,20,False
2018-10-07,23,12,False
2018-10-14,26,9,False
2018-10-21,31,7,False
2018-10-28,22,9,False
2018-11-04,33,14,False
2018-11-11,36,10,False
2018-11-18,26,9,False
2018-11-25,24,7,False
2018-12-02,20,7,False
2018-12-09,26,4,False
2018-12-16,20,6,False
2018-12-23,37,9,False
2018-12-30,38,6,False
2019-01-06,52,14,False
2019-01-13,36,14,False
2019-01-20,35,8,False
2019-01-27,51,12,False
2019-02-03,28,12,False
2019-02-10,29,15,False
2019-02-17,27,11,False
2019-02-24,28,7,False
2019-03-03,39,12,False
2019-03-10,36,8,False
2019-03-17,33,12,False
2019-03-24,25,9,False
2019-03-31,29,9,False
2019-04-07,23,7,False
2019-04-14,35,10,False
2019-04-21,37,8,False
2019-04-28,34,12,False
2019-05-05,45,8,False
2019-05-12,31,16,False
2019-05-19,26,5,False
2019-05-26,33,9,False
2019-06-02,32,13,False
2019-06-09,38,17,False
2019-06-16,33,10,False
2019-06-23,38,10,False
2019-06-30,29,10,False
2019-07-07,42,9,False
2019-07-14,41,8,False
2019-07-21,47,5,False
2019-07-28,39,6,False
2019-08-04,50,11,False
2019-08-11,46,8,False
2019-08-18,39,13,False
2019-08-25,43,21,False
2019-09-01,39,10,False
2019-09-08,36,10,False
2019-09-15,40,5,False
2019-09-22,43,5,False
2019-09-29,33,6,False
2019-10-06,38,11,False
2019-10-13,34,9,False
2019-10-20,40,8,False
2019-10-27,40,10,False
2019-11-03,35,11,False
2019-11-10,29,3,False
2019-11-17,19,5,False
2019-11-24,24,3,False
2019-12-01,17,5,False
2019-12-08,21,3,False
2019-12-15,20,6,False
2019-12-22,31,3,False
2019-12-29,33,9,False
2020-01-05,44,10,False
2020-01-12,36,19,False
2020-01-19,35,10,False
2020-01-26,29,9,False
2020-02-02,33,7,False
2020-02-09,33,11,False
2020-02-16,22,11,False
2020-02-23,38,5,False
2020-03-01,28,12,False
2020-03-08,18,7,False
2020-03-15,16,3,False
2020-03-22,18,3,False
2020-03-29,20,2,False
2020-04-05,19,3,False
2020-04-12,16,2,False
2020-04-19,17,6,False
2020-04-26,21,2,False
2020-05-03,21,2,False
2020-05-10,29,2,False
2020-05-17,28,4,False
2020-05-24,28,5,False
2020-05-31,18,4,False
2020-06-07,38,2,True
