date,jouer la guitare
2018-01-07,0.35526315789473684
2018-01-14,0.4868421052631579
2018-01-21,0.5789473684210527
2018-01-28,0.5657894736842105
2018-02-04,0.5855263157894737
2018-02-11,0.3223684210526316
2018-02-18,0.506578947368421
2018-02-25,0.5394736842105263
2018-03-04,0.23026315789473684
2018-03-11,0.17105263157894735
2018-03-18,0.2697368421052632
2018-03-25,0.3026315789473684
2018-04-01,0.18421052631578946
2018-04-08,0.5921052631578947
2018-04-15,0.34210526315789475
2018-04-22,0.32894736842105265
2018-04-29,0.3618421052631579
2018-05-06,0.1973684210526316
2018-05-13,0.5131578947368421
2018-05-20,0.7302631578947368
2018-05-27,0.3684210526315789
2018-06-03,0.25
2018-06-10,0.5
2018-06-17,0.25
2018-06-24,0.5460526315789473
2018-07-01,0.8881578947368421
2018-07-08,0.19078947368421054
2018-07-15,0.2631578947368421
2018-07-22,0.35526315789473684
2018-07-29,0.1973684210526316
2018-08-05,0.3026315789473684
2018-08-12,0.3684210526315789
2018-08-19,0.7565789473684209
2018-08-26,0.3815789473684211
2018-09-02,0.35526315789473684
2018-09-09,0.34868421052631576
2018-09-16,0.5263157894736842
2018-09-23,0.6644736842105263
2018-09-30,0.25
2018-10-07,0.28289473684210525
2018-10-14,0.6710526315789473
2018-10-21,0.3881578947368421
2018-10-28,0.5789473684210527
2018-11-04,0.8947368421052632
2018-11-11,0.18421052631578946
2018-11-18,0.9276315789473684
2018-11-25,0.3684210526315789
2018-12-02,0.18421052631578946
2018-12-09,0.18421052631578946
2018-12-16,0.7105263157894737
2018-12-23,0.20394736842105265
2018-12-30,0.6578947368421053
2019-01-06,0.0
2019-01-13,1.0
2019-01-20,0.5263157894736842
2019-01-27,0.4802631578947368
2019-02-03,0.2631578947368421
2019-02-10,0.17763157894736842
2019-02-17,0.6118421052631579
2019-02-24,0.18421052631578946
2019-03-03,0.34210526315789475
2019-03-10,0.0
2019-03-17,0.5197368421052632
2019-03-24,0.2631578947368421
2019-03-31,0.5
2019-04-07,0.506578947368421
2019-04-14,0.0
2019-04-21,0.3355263157894737
2019-04-28,0.17105263157894735
2019-05-05,0.5394736842105263
2019-05-12,0.17105263157894735
2019-05-19,0.5789473684210527
2019-05-26,0.875
2019-06-02,0.4868421052631579
2019-06-09,0.21710526315789475
2019-06-16,0.5986842105263158
2019-06-23,0.5855263157894737
2019-06-30,0.17105263157894735
2019-07-07,0.8815789473684209
2019-07-14,0.34868421052631576
2019-07-21,0.35526315789473684
2019-07-28,0.17763157894736842
2019-08-04,0.0
2019-08-11,0.3881578947368421
2019-08-18,0.8223684210526315
2019-08-25,0.3026315789473684
2019-09-01,0.9736842105263158
2019-09-08,0.8157894736842105
2019-09-15,0.16447368421052633
2019-09-22,0.3026315789473684
2019-09-29,0.3355263157894737
2019-10-06,0.17105263157894735
2019-10-13,0.16447368421052633
2019-10-20,0.16447368421052633
2019-10-27,0.15789473684210525
2019-11-03,0.2631578947368421
2019-11-10,0.5921052631578947
2019-11-17,0.21052631578947367
2019-11-24,0.1513157894736842
2019-12-01,0.1513157894736842
2019-12-08,0.20394736842105265
2019-12-15,0.5328947368421053
2019-12-22,0.6447368421052632
2019-12-29,0.5394736842105263
2020-01-05,0.4407894736842105
2020-01-12,0.7302631578947368
2020-01-19,0.1513157894736842
2020-01-26,0.7171052631578947
2020-02-02,0.4342105263157895
2020-02-09,0.5592105263157895
2020-02-16,0.42105263157894735
2020-02-23,0.5526315789473685
2020-03-01,0.14473684210526316
2020-03-08,0.28289473684210525
2020-03-15,0.20394736842105265
2020-03-22,0.42105263157894735
2020-03-29,0.4473684210526316
2020-04-05,0.5394736842105263
2020-04-12,0.7236842105263158
2020-04-19,0.5986842105263158
2020-04-26,0.4736842105263158
2020-05-03,0.4868421052631579
2020-05-10,0.5723684210526315
2020-05-17,0.2565789473684211
