,geoName,jouer la guitare
3,Brittany,100.0
5,Centre-Val de Loire,80.64516129032258
7,Corsica,0.0
15,Pays de la Loire,63.44086021505376
18,Provence-Alpes-Côte d'Azur,83.87096774193549
21,Île-de-France,56.98924731182796
22,Grand-est,25.448028673835125
23,Hauts-de-france,45.16129032258064
24,Normandie,29.56989247311828
25,Bourgogne-Franche-Comté,41.39784946236559
26,Nouvelle-Aquitaine,55.91397849462365
27,Occitanie,92.47311827956989
28,Auvergne-Rhône-Alpes,60.752688172043015
