date,apprendre a dessiner
2018-01-07,0.42207792207792205
2018-01-14,0.8961038961038961
2018-01-21,0.8116883116883117
2018-01-28,0.7467532467532467
2018-02-04,0.5909090909090909
2018-02-11,0.16883116883116883
2018-02-18,0.551948051948052
2018-02-25,0.3181818181818182
2018-03-04,0.24675324675324675
2018-03-11,0.33116883116883117
2018-03-18,0.2857142857142857
2018-03-25,0.7337662337662337
2018-04-01,0.5714285714285714
2018-04-08,0.5194805194805194
2018-04-15,0.5714285714285714
2018-04-22,0.8246753246753247
2018-04-29,0.2597402597402597
2018-05-06,0.2792207792207792
2018-05-13,0.5
2018-05-20,0.6168831168831169
2018-05-27,0.17532467532467533
2018-06-03,0.4090909090909091
2018-06-10,0.16883116883116883
2018-06-17,0.5324675324675324
2018-06-24,0.24025974025974026
2018-07-01,0.2597402597402597
2018-07-08,0.2662337662337662
2018-07-15,0.7337662337662337
2018-07-22,0.3116883116883117
2018-07-29,0.5454545454545454
2018-08-05,0.19480519480519481
2018-08-12,0.4935064935064935
2018-08-19,0.6753246753246753
2018-08-26,0.18181818181818182
2018-09-02,0.538961038961039
2018-09-09,0.36363636363636365
2018-09-16,0.7012987012987013
2018-09-23,0.2662337662337662
2018-09-30,0.35714285714285715
2018-10-07,0.44805194805194803
2018-10-14,0.37012987012987014
2018-10-21,0.6493506493506493
2018-10-28,0.8701298701298701
2018-11-04,0.6753246753246753
2018-11-11,0.6363636363636364
2018-11-18,1.0
2018-11-25,0.4025974025974026
2018-12-02,0.8441558441558441
2018-12-09,0.2922077922077922
2018-12-16,0.24025974025974026
2018-12-23,0.35714285714285715
2018-12-30,0.36363636363636365
2019-01-06,0.487012987012987
2019-01-13,0.5454545454545454
2019-01-20,0.2727272727272727
2019-01-27,0.6298701298701299
2019-02-03,0.2792207792207792
2019-02-10,0.16883116883116883
2019-02-17,0.512987012987013
2019-02-24,0.5584415584415584
2019-03-03,0.6493506493506493
2019-03-10,0.8246753246753247
2019-03-17,0.7792207792207793
2019-03-24,0.5064935064935064
2019-03-31,0.564935064935065
2019-04-07,0.24025974025974026
2019-04-14,0.16883116883116883
2019-04-21,0.16883116883116883
2019-04-28,0.24675324675324675
2019-05-05,0.16233766233766234
2019-05-12,0.16233766233766234
2019-05-19,0.487012987012987
2019-05-26,0.2532467532467532
2019-06-02,0.16233766233766234
2019-06-09,0.4675324675324675
2019-06-16,0.4935064935064935
2019-06-23,0.16233766233766234
2019-06-30,0.24675324675324675
2019-07-07,0.487012987012987
2019-07-14,0.24675324675324675
2019-07-21,0.33766233766233766
2019-07-28,0.16883116883116883
2019-08-04,0.512987012987013
2019-08-11,0.18181818181818182
2019-08-18,0.6103896103896104
2019-08-25,0.2597402597402597
2019-09-01,0.15584415584415584
2019-09-08,0.3116883116883117
2019-09-15,0.525974025974026
2019-09-22,0.36363636363636365
2019-09-29,0.3181818181818182
2019-10-06,0.3246753246753247
2019-10-13,0.21428571428571427
2019-10-20,0.36363636363636365
2019-10-27,0.5974025974025974
2019-11-03,0.14935064935064934
2019-11-10,0.43506493506493504
2019-11-17,0.6623376623376623
2019-11-24,0.42857142857142855
2019-12-01,0.19480519480519481
2019-12-08,0.7207792207792207
2019-12-15,0.22077922077922077
2019-12-22,0.21428571428571427
2019-12-29,0.551948051948052
2020-01-05,0.2922077922077922
2020-01-12,0.6103896103896104
2020-01-19,0.2922077922077922
2020-01-26,0.6948051948051948
2020-02-02,0.14285714285714285
2020-02-09,0.2792207792207792
2020-02-16,0.2727272727272727
2020-02-23,0.44805194805194803
2020-03-01,0.2727272727272727
2020-03-08,0.8051948051948052
2020-03-15,0.8896103896103896
2020-03-22,0.8051948051948052
2020-03-29,0.935064935064935
2020-04-05,0.6168831168831169
2020-04-12,0.8051948051948052
2020-04-19,0.6168831168831169
2020-04-26,0.5844155844155844
2020-05-03,0.8506493506493507
2020-05-10,0.6168831168831169
2020-05-17,0.7987012987012987
