Year,ticket_geo_region_name,Type,sub_type,Percentage
2018.0,Puglia,Smart home,Automazione cancelli,0.59
2018.0,Puglia,Energy efficiency,Certificazione energetica,0.43
2018.0,Sardegna,Budget,Energy efficiency,0.86
2018.0,Sardegna,Security,Impianto di allarme,0.39
2018.0,Sardegna,Smart home,Automazione cancelli,0.47
2018.0,Sardegna,Energy efficiency,Certificazione energetica,0.45
2018.0,Sicilia,Budget,Energy efficiency,0.88
2018.0,Sicilia,Security,Impianto di allarme,0.51
2018.0,Sicilia,Smart home,Motorizzazione tapparelle,0.5
2018.0,Sicilia,Energy efficiency,Certificazione energetica,0.38
2018.0,Toscana,Budget,Energy efficiency,0.78
2018.0,Toscana,Security,Impianto di allarme,0.43
2018.0,Toscana,Smart home,Cronotermostato e termostato,0.39
2018.0,Toscana,Energy efficiency,Installazione o sostituzione finestre,0.47
2018.0,Trentino-Alto Adige,Budget,Energy efficiency,0.78
2018.0,Trentino-Alto Adige,Security,Impianto di allarme,0.45
2018.0,Trentino-Alto Adige,Smart home,Motorizzazione tapparelle,0.53
2018.0,Trentino-Alto Adige,Energy efficiency,Certificazione energetica,0.6
2018.0,Umbria,Budget,Energy efficiency,0.76
2018.0,Umbria,Security,Impianto di allarme,0.5
2018.0,Umbria,Smart home,Motorizzazione tapparelle,0.43
2018.0,Umbria,Energy efficiency,Installazione o sostituzione finestre,0.39
2018.0,Valle d'Aosta,Budget,Energy efficiency,0.88
2018.0,Valle d'Aosta,Security,Impianto di allarme,0.5
2018.0,Valle d'Aosta,Energy efficiency,Certificazione energetica,0.55
2018.0,Veneto,Budget,Energy efficiency,0.84
2018.0,Veneto,Security,Impianto di allarme,0.37
2018.0,Veneto,Smart home,Motorizzazione tapparelle,0.38
2018.0,Veneto,Energy efficiency,Certificazione energetica,0.49
2019.0,Abruzzo,Budget,Energy efficiency,0.88
2019.0,Abruzzo,Security,Impianto di allarme,0.42
2019.0,Abruzzo,Smart home,Motorizzazione tapparelle,0.4
2019.0,Abruzzo,Energy efficiency,Certificazione energetica,0.38
2019.0,Basilicata,Budget,Energy efficiency,0.88
2019.0,Basilicata,Security,Impianto di allarme,0.58
2019.0,Basilicata,Smart home,Automazione cancelli,0.86
2019.0,Basilicata,Energy efficiency,Certificazione energetica,0.31
2019.0,Calabria,Budget,Energy efficiency,0.9
2019.0,Calabria,Security,Impianto di allarme,0.47
2019.0,Calabria,Smart home,Automazione cancelli,0.48
2019.0,Calabria,Energy efficiency,Installazione o sostituzione finestre,0.34
2019.0,Campania,Budget,Energy efficiency,0.83
2019.0,Campania,Security,Impianto di allarme,0.42
2019.0,Campania,Smart home,Automazione cancelli,0.34
2019.0,Campania,Energy efficiency,Certificazione energetica,0.43
2019.0,Emilia-Romagna,Budget,Energy efficiency,0.78
2019.0,Emilia-Romagna,Security,Impianto di allarme,0.28
2019.0,Emilia-Romagna,Smart home,Automazione cancelli,0.39
2019.0,Emilia-Romagna,Energy efficiency,Certificazione energetica,0.51
2019.0,Friuli Venezia Giulia,Budget,Energy efficiency,0.84
2019.0,Friuli Venezia Giulia,Security,Installazione o sostituzione porte blindate,0.32
2019.0,Friuli Venezia Giulia,Smart home,Automazione cancelli,0.55
2019.0,Friuli Venezia Giulia,Energy efficiency,Certificazione energetica,0.5
2019.0,Italia,Security,Impianto di allarme,0.35
2019.0,Italia,Smart home,Automazione cancelli,0.4
2019.0,Italia,Energy efficiency,Certificazione energetica,0.44
2019.0,Lazio,Budget,Energy efficiency,0.79
2019.0,Lazio,Security,Impianto di allarme,0.32
2019.0,Lazio,Smart home,Automazione cancelli,0.37
2019.0,Lazio,Energy efficiency,Certificazione energetica,0.4
2019.0,Liguria,Budget,Energy efficiency,0.85
2019.0,Liguria,Security,Installazione o sostituzione porte blindate,0.33
2019.0,Liguria,Smart home,Motorizzazione tapparelle,0.5
2019.0,Liguria,Energy efficiency,Certificazione energetica,0.47
2019.0,Lombardia,Budget,Energy efficiency,0.8
2019.0,Lombardia,Security,Impianto di allarme,0.36
2019.0,Lombardia,Smart home,Automazione cancelli,0.34
2019.0,Lombardia,Energy efficiency,Certificazione energetica,0.49
2019.0,Marche,Budget,Energy efficiency,0.82
2019.0,Marche,Security,Impianto di allarme,0.41
2019.0,Marche,Smart home,Automazione cancelli,0.49
2019.0,Marche,Energy efficiency,Certificazione energetica,0.38
2019.0,Molise,Budget,Energy efficiency,0.84
2019.0,Molise,Security,Installazione o sostituzione porte blindate,0.33
2019.0,Molise,Smart home,Automazione cancelli,0.5
2019.0,Molise,Energy efficiency,Certificazione energetica,0.47
2019.0,Piemonte,Budget,Energy efficiency,0.82
2019.0,Piemonte,Security,Impianto di allarme,0.39
2019.0,Piemonte,Smart home,Automazione cancelli,0.4
2019.0,Piemonte,Energy efficiency,Certificazione energetica,0.47
2019.0,Puglia,Budget,Energy efficiency,0.85
2019.0,Puglia,Security,Impianto di allarme,0.35
2019.0,Puglia,Smart home,Automazione cancelli,0.56
2019.0,Puglia,Energy efficiency,Certificazione energetica,0.34
2019.0,Sardegna,Budget,Energy efficiency,0.87
2019.0,Sardegna,Security,Impianto di allarme,0.37
2019.0,Sardegna,Smart home,Automazione cancelli,0.66
2019.0,Sardegna,Energy efficiency,Certificazione energetica,0.35
2019.0,Sicilia,Budget,Energy efficiency,0.87
2019.0,Sicilia,Security,Impianto di allarme,0.38
2019.0,Sicilia,Smart home,Automazione cancelli,0.59
2019.0,Sicilia,Energy efficiency,Certificazione energetica,0.37
2019.0,Toscana,Budget,Energy efficiency,0.8
2019.0,Toscana,Security,Impianto di allarme,0.34
2019.0,Toscana,Smart home,Automazione cancelli,0.38
2019.0,Toscana,Energy efficiency,Installazione o sostituzione finestre,0.36
2019.0,Trentino-Alto Adige,Budget,Energy efficiency,0.84
2019.0,Trentino-Alto Adige,Security,Impianto di allarme,0.41
2019.0,Trentino-Alto Adige,Smart home,Motorizzazione tapparelle,0.65
2019.0,Trentino-Alto Adige,Energy efficiency,Certificazione energetica,0.54
2019.0,Umbria,Budget,Energy efficiency,0.81
2019.0,Umbria,Security,Impianto di allarme,0.4
2019.0,Umbria,Smart home,Motorizzazione tapparelle,0.68
2019.0,Umbria,Energy efficiency,Installazione o sostituzione finestre,0.32
2019.0,Valle d'Aosta,Budget,Energy efficiency,0.92
2019.0,Valle d'Aosta,Security,Installazione o sostituzione porte blindate,0.29
2019.0,Valle d'Aosta,Smart home,Cronotermostato e termostato,0.67
2019.0,Valle d'Aosta,Energy efficiency,Certificazione energetica,0.57
2019.0,Veneto,Budget,Energy efficiency,0.83
2019.0,Veneto,Security,Impianto di allarme,0.33
2019.0,Veneto,Smart home,Automazione cancelli,0.53
2019.0,Veneto,Energy efficiency,Certificazione energetica,0.41
2020.0,Abruzzo,Budget,Energy efficiency,0.9
2020.0,Abruzzo,Security,Installazione o sostituzione porte blindate,0.33
2020.0,Abruzzo,Smart home,Automazione cancelli,0.61
2020.0,Abruzzo,Energy efficiency,Installazione o sostituzione finestre,0.31
2020.0,Basilicata,Budget,Energy efficiency,0.86
2020.0,Basilicata,Security,Finestre blindate,0.28
2020.0,Basilicata,Smart home,Automazione cancelli,0.8
2020.0,Basilicata,Energy efficiency,Installazione o sostituzione finestre,0.39
2020.0,Calabria,Budget,Energy efficiency,0.93
2020.0,Calabria,Security,Impianto di allarme,0.24
2020.0,Calabria,Smart home,Automazione cancelli,0.35
2020.0,Calabria,Energy efficiency,Installazione o sostituzione finestre,0.47
2020.0,Campania,Budget,Energy efficiency,0.91
2020.0,Campania,Security,Impianto di allarme,0.3
2020.0,Campania,Smart home,Automazione cancelli,0.44
2020.0,Campania,Energy efficiency,Installazione o sostituzione finestre,0.41
2020.0,Emilia-Romagna,Budget,Energy efficiency,0.89
2020.0,Emilia-Romagna,Security,Installazione o sostituzione inferriate,0.23
2020.0,Emilia-Romagna,Smart home,Automazione cancelli,0.43
2020.0,Emilia-Romagna,Energy efficiency,Certificazione energetica,0.37
2020.0,Friuli Venezia Giulia,Budget,Energy efficiency,0.88
2020.0,Friuli Venezia Giulia,Security,Installazione o sostituzione porte blindate,0.42
2020.0,Friuli Venezia Giulia,Smart home,Automazione cancelli,0.76
2020.0,Friuli Venezia Giulia,Energy efficiency,Installazione o sostituzione finestre,0.33
2020.0,Italia,Security,Installazione o sostituzione porte blindate,0.25
2020.0,Italia,Smart home,Automazione cancelli,0.43
2020.0,Italia,Energy efficiency,Installazione o sostituzione finestre,0.32
2020.0,Lazio,Budget,Energy efficiency,0.88
2020.0,Lazio,Security,Installazione o sostituzione inferriate,0.28
2020.0,Lazio,Smart home,Motorizzazione tapparelle,0.33
2020.0,Lazio,Energy efficiency,Installazione o sostituzione finestre,0.33
2020.0,Liguria,Budget,Energy efficiency,0.9
2020.0,Liguria,Security,Installazione o sostituzione porte blindate,0.36
2020.0,Liguria,Smart home,Motorizzazione tapparelle,0.31
2020.0,Liguria,Energy efficiency,Installazione o sostituzione finestre,0.37
2020.0,Lombardia,Budget,Energy efficiency,0.87
2020.0,Lombardia,Security,Impianto di allarme,0.27
2020.0,Lombardia,Smart home,Automazione cancelli,0.39
2020.0,Lombardia,Energy efficiency,Certificazione energetica,0.39
2020.0,Marche,Budget,Energy efficiency,0.89
2020.0,Marche,Security,Installazione o sostituzione porte blindate,0.31
2020.0,Marche,Smart home,Automazione cancelli,0.5
2020.0,Marche,Energy efficiency,Installazione o sostituzione finestre,0.37
2020.0,Molise,Budget,Energy efficiency,0.93
2020.0,Molise,Security,Installazione o sostituzione porte blindate,0.33
2020.0,Molise,Smart home,Automazione cancelli,1.0
2020.0,Molise,Energy efficiency,Installazione o sostituzione pannelli fotovoltaici,0.43
2020.0,Piemonte,Budget,Energy efficiency,0.89
2020.0,Piemonte,Security,Installazione o sostituzione porte blindate,0.31
2020.0,Piemonte,Smart home,Automazione cancelli,0.49
2020.0,Piemonte,Energy efficiency,Certificazione energetica,0.32
2020.0,Puglia,Budget,Energy efficiency,0.89
2020.0,Puglia,Security,Impianto di allarme,0.27
2020.0,Puglia,Smart home,Automazione cancelli,0.41
2020.0,Puglia,Energy efficiency,Installazione o sostituzione finestre,0.42
2020.0,Sardegna,Budget,Energy efficiency,0.9
2020.0,Sardegna,Security,Installazione o sostituzione impianto di videosorveglianza,0.25
2020.0,Sardegna,Smart home,Automazione cancelli,0.55
2020.0,Sardegna,Energy efficiency,Installazione o sostituzione finestre,0.31
2020.0,Sicilia,Budget,Energy efficiency,0.92
2020.0,Sicilia,Security,Impianto di allarme,0.22
2020.0,Sicilia,Smart home,Automazione cancelli,0.46
2020.0,Sicilia,Energy efficiency,Installazione o sostituzione pannelli fotovoltaici,0.39
2020.0,Toscana,Budget,Energy efficiency,0.89
2020.0,Toscana,Security,Installazione o sostituzione porte blindate,0.27
2020.0,Toscana,Smart home,Automazione cancelli,0.4
2020.0,Toscana,Energy efficiency,Installazione o sostituzione finestre,0.4
2020.0,Trentino-Alto Adige,Budget,Energy efficiency,0.92
2020.0,Trentino-Alto Adige,Security,Installazione o sostituzione porte blindate,0.35
2020.0,Trentino-Alto Adige,Smart home,Installazione impianto di domotica,0.36
2020.0,Trentino-Alto Adige,Energy efficiency,Certificazione energetica,0.34
2020.0,Umbria,Budget,Energy efficiency,0.91
2020.0,Umbria,Security,Impianto di allarme,0.25
2020.0,Umbria,Smart home,Automazione cancelli,0.33
2020.0,Umbria,Energy efficiency,Installazione o sostituzione pannelli fotovoltaici,0.41
2020.0,Valle d'Aosta,Budget,Energy efficiency,0.95
2020.0,Valle d'Aosta,Security,Impianto di allarme,0.67
2020.0,Valle d'Aosta,Energy efficiency,Certificazione energetica,0.49
2020.0,Veneto,Budget,Energy efficiency,0.9
2020.0,Veneto,Security,Installazione o sostituzione porte blindate,0.29
2020.0,Veneto,Smart home,Automazione cancelli,0.51
2020.0,Veneto,Energy efficiency,Installazione o sostituzione pannelli fotovoltaici,0.29
