Year,ticket_geo_region_name,Renovation,Distribution
2019,Campania,Installazione o sostituzione pannelli fotovoltaici,0.06
2019,Campania,Installazione o sostituzione porte blindate,0.05
2019,Campania,Installazione o sostituzione serrature,0.06
2019,Campania,Installazione o sostituzione vetro antisfondamento,0.0
2019,Campania,Motorizzazione tapparelle,0.02
2019,Campania,Rifacimento facciata,0.02
2019,Campania,Riparazione o manutenzione tetto,0.04
2019,Emilia-Romagna,Automazione cancelli,0.03
2019,Emilia-Romagna,Certificato conformità impianto elettrico,0.06
2019,Emilia-Romagna,Certificazione energetica,0.32
2019,Emilia-Romagna,Costruzione o sostituzione tetto,0.02
2019,Emilia-Romagna,Cronotermostato e termostato,0.02
2019,Emilia-Romagna,Finestre blindate,0.0
2019,Emilia-Romagna,Impianto di allarme,0.07
2019,Emilia-Romagna,Installazione impianto di domotica,0.0
2019,Emilia-Romagna,Installazione impianto wifi,0.0
2019,Emilia-Romagna,Installazione o sostituzione doppi vetri,0.02
2019,Emilia-Romagna,Installazione o sostituzione finestre,0.17
2019,Emilia-Romagna,Installazione o sostituzione impianto di videosorveglianza,0.02
2019,Emilia-Romagna,Installazione o sostituzione inferriate,0.03
2019,Emilia-Romagna,Installazione o sostituzione pannelli fotovoltaici,0.04
2019,Emilia-Romagna,Installazione o sostituzione porte blindate,0.07
2019,Emilia-Romagna,Installazione o sostituzione serrature,0.05
2019,Emilia-Romagna,Installazione o sostituzione vetro antisfondamento,0.01
2019,Emilia-Romagna,Motorizzazione tapparelle,0.02
2019,Emilia-Romagna,Rifacimento facciata,0.01
2019,Emilia-Romagna,Riparazione o manutenzione tetto,0.05
2019,Friuli Venezia Giulia,Automazione cancelli,0.02
2019,Friuli Venezia Giulia,Certificato conformità impianto elettrico,0.07
2019,Friuli Venezia Giulia,Certificazione energetica,0.33
2019,Friuli Venezia Giulia,Costruzione o sostituzione tetto,0.04
2019,Friuli Venezia Giulia,Cronotermostato e termostato,0.01
2019,Friuli Venezia Giulia,Finestre blindate,0.0
2019,Friuli Venezia Giulia,Impianto di allarme,0.06
2019,Friuli Venezia Giulia,Installazione impianto di domotica,0.0
2019,Friuli Venezia Giulia,Installazione impianto wifi,0.0
2019,Friuli Venezia Giulia,Installazione o sostituzione doppi vetri,0.01
2019,Friuli Venezia Giulia,Installazione o sostituzione finestre,0.19
2019,Friuli Venezia Giulia,Installazione o sostituzione impianto di videosorveglianza,0.02
2019,Friuli Venezia Giulia,Installazione o sostituzione inferriate,0.02
2019,Friuli Venezia Giulia,Installazione o sostituzione pannelli fotovoltaici,0.05
2019,Friuli Venezia Giulia,Installazione o sostituzione porte blindate,0.08
2019,Friuli Venezia Giulia,Installazione o sostituzione serrature,0.04
2019,Friuli Venezia Giulia,Installazione o sostituzione vetro antisfondamento,0.0
2019,Friuli Venezia Giulia,Motorizzazione tapparelle,0.01
2019,Friuli Venezia Giulia,Rifacimento facciata,0.0
2019,Friuli Venezia Giulia,Riparazione o manutenzione tetto,0.04
2019,Italia,Automazione cancelli,0.03
2019,Italia,Certificato conformità impianto elettrico,0.05
2019,Italia,Certificazione energetica,0.27
2019,Italia,Costruzione o sostituzione tetto,0.04
2019,Italia,Cronotermostato e termostato,0.01
2019,Italia,Finestre blindate,0.0
2019,Italia,Impianto di allarme,0.09
2019,Italia,Installazione impianto di domotica,0.01
2019,Italia,Installazione impianto wifi,0.0
2019,Italia,Installazione o sostituzione doppi vetri,0.02
2019,Italia,Installazione o sostituzione finestre,0.18
2019,Italia,Installazione o sostituzione impianto di videosorveglianza,0.02
2019,Italia,Installazione o sostituzione inferriate,0.03
2019,Italia,Installazione o sostituzione pannelli fotovoltaici,0.05
2019,Italia,Installazione o sostituzione porte blindate,0.06
2019,Italia,Installazione o sostituzione serrature,0.06
2019,Italia,Installazione o sostituzione vetro antisfondamento,0.0
2019,Italia,Motorizzazione tapparelle,0.02
2019,Italia,Rifacimento facciata,0.01
2019,Italia,Riparazione o manutenzione tetto,0.04
2019,Lazio,Automazione cancelli,0.03
2019,Lazio,Certificato conformità impianto elettrico,0.05
2019,Lazio,Certificazione energetica,0.23
2019,Lazio,Costruzione o sostituzione tetto,0.03
2019,Lazio,Cronotermostato e termostato,0.02
2019,Lazio,Finestre blindate,0.01
2019,Lazio,Impianto di allarme,0.09
2019,Lazio,Installazione impianto di domotica,0.01
2019,Lazio,Installazione impianto wifi,0.0
2019,Lazio,Installazione o sostituzione doppi vetri,0.02
2019,Lazio,Installazione o sostituzione finestre,0.19
2019,Lazio,Installazione o sostituzione impianto di videosorveglianza,0.03
2019,Lazio,Installazione o sostituzione inferriate,0.05
2019,Lazio,Installazione o sostituzione pannelli fotovoltaici,0.04
2019,Lazio,Installazione o sostituzione porte blindate,0.06
2019,Lazio,Installazione o sostituzione serrature,0.07
2019,Lazio,Installazione o sostituzione vetro antisfondamento,0.0
2019,Lazio,Motorizzazione tapparelle,0.02
2019,Lazio,Rifacimento facciata,0.01
2019,Lazio,Riparazione o manutenzione tetto,0.04
2019,Liguria,Automazione cancelli,0.01
2019,Liguria,Certificato conformità impianto elettrico,0.06
2019,Liguria,Certificazione energetica,0.32
2019,Liguria,Costruzione o sostituzione tetto,0.03
2019,Liguria,Cronotermostato e termostato,0.0
2019,Liguria,Finestre blindate,0.0
2019,Liguria,Impianto di allarme,0.05
2019,Liguria,Installazione impianto di domotica,0.0
2019,Liguria,Installazione impianto wifi,0.0
2019,Liguria,Installazione o sostituzione doppi vetri,0.01
2019,Liguria,Installazione o sostituzione finestre,0.23
2019,Liguria,Installazione o sostituzione impianto di videosorveglianza,0.02
2019,Liguria,Installazione o sostituzione inferriate,0.02
2019,Liguria,Installazione o sostituzione pannelli fotovoltaici,0.06
2019,Liguria,Installazione o sostituzione porte blindate,0.07
2019,Liguria,Installazione o sostituzione serrature,0.06
2019,Liguria,Installazione o sostituzione vetro antisfondamento,0.0
2019,Liguria,Motorizzazione tapparelle,0.02
2019,Liguria,Rifacimento facciata,0.01
2019,Liguria,Riparazione o manutenzione tetto,0.02
2019,Lombardia,Automazione cancelli,0.03
2019,Lombardia,Certificato conformità impianto elettrico,0.06
2019,Lombardia,Certificazione energetica,0.29
2019,Lombardia,Costruzione o sostituzione tetto,0.03
2019,Lombardia,Cronotermostato e termostato,0.02
2019,Lombardia,Finestre blindate,0.0
2019,Lombardia,Impianto di allarme,0.09
2019,Lombardia,Installazione impianto di domotica,0.01
2019,Lombardia,Installazione impianto wifi,0.0
2019,Lombardia,Installazione o sostituzione doppi vetri,0.02
2019,Lombardia,Installazione o sostituzione finestre,0.17
2019,Lombardia,Installazione o sostituzione impianto di videosorveglianza,0.01
2019,Lombardia,Installazione o sostituzione inferriate,0.02
2019,Lombardia,Installazione o sostituzione pannelli fotovoltaici,0.03
2019,Lombardia,Installazione o sostituzione porte blindate,0.06
2019,Lombardia,Installazione o sostituzione serrature,0.07
2019,Lombardia,Installazione o sostituzione vetro antisfondamento,0.0
2019,Lombardia,Motorizzazione tapparelle,0.02
2019,Lombardia,Rifacimento facciata,0.01
2019,Lombardia,Riparazione o manutenzione tetto,0.04
2019,Marche,Automazione cancelli,0.03
2019,Marche,Certificato conformità impianto elettrico,0.03
2019,Marche,Certificazione energetica,0.23
2019,Marche,Costruzione o sostituzione tetto,0.04
2019,Marche,Cronotermostato e termostato,0.01
2019,Marche,Finestre blindate,0.01
2019,Marche,Impianto di allarme,0.11
2019,Marche,Installazione impianto di domotica,0.01
2019,Marche,Installazione o sostituzione doppi vetri,0.02
2019,Marche,Installazione o sostituzione finestre,0.2
2019,Marche,Installazione o sostituzione impianto di videosorveglianza,0.02
2019,Marche,Installazione o sostituzione inferriate,0.04
2019,Marche,Installazione o sostituzione pannelli fotovoltaici,0.06
2019,Marche,Installazione o sostituzione porte blindate,0.06
2019,Marche,Installazione o sostituzione serrature,0.07
2019,Marche,Installazione o sostituzione vetro antisfondamento,0.01
2019,Marche,Motorizzazione tapparelle,0.01
2019,Marche,Rifacimento facciata,0.01
2019,Marche,Riparazione o manutenzione tetto,0.04
2019,Molise,Automazione cancelli,0.01
2019,Molise,Certificato conformità impianto elettrico,0.04
2019,Molise,Certificazione energetica,0.31
2019,Molise,Costruzione o sostituzione tetto,0.05
2019,Molise,Finestre blindate,0.02
2019,Molise,Impianto di allarme,0.05
2019,Molise,Installazione o sostituzione finestre,0.18
2019,Molise,Installazione o sostituzione impianto di videosorveglianza,0.04
2019,Molise,Installazione o sostituzione inferriate,0.01
2019,Molise,Installazione o sostituzione pannelli fotovoltaici,0.05
2019,Molise,Installazione o sostituzione porte blindate,0.08
2019,Molise,Installazione o sostituzione serrature,0.07
2019,Molise,Installazione o sostituzione vetro antisfondamento,0.01
2019,Molise,Motorizzazione tapparelle,0.01
2019,Molise,Riparazione o manutenzione tetto,0.07
2019,Piemonte,Automazione cancelli,0.03
2019,Piemonte,Certificato conformità impianto elettrico,0.05
2019,Piemonte,Certificazione energetica,0.29
2019,Piemonte,Costruzione o sostituzione tetto,0.04
2019,Piemonte,Cronotermostato e termostato,0.01
2019,Piemonte,Finestre blindate,0.0
2019,Piemonte,Impianto di allarme,0.1
2019,Piemonte,Installazione impianto di domotica,0.01
2019,Piemonte,Installazione impianto wifi,0.0
2019,Piemonte,Installazione o sostituzione doppi vetri,0.02
2019,Piemonte,Installazione o sostituzione finestre,0.15
2019,Piemonte,Installazione o sostituzione impianto di videosorveglianza,0.02
2019,Piemonte,Installazione o sostituzione inferriate,0.02
2019,Piemonte,Installazione o sostituzione pannelli fotovoltaici,0.04
2019,Piemonte,Installazione o sostituzione porte blindate,0.06
2019,Piemonte,Installazione o sostituzione serrature,0.06
2019,Piemonte,Installazione o sostituzione vetro antisfondamento,0.0
2019,Piemonte,Motorizzazione tapparelle,0.02
2019,Piemonte,Rifacimento facciata,0.01
2019,Piemonte,Riparazione o manutenzione tetto,0.06
2019,Sardegna,Automazione cancelli,0.04
2019,Sardegna,Certificato conformità impianto elettrico,0.05
2019,Sardegna,Certificazione energetica,0.22
2019,Sardegna,Costruzione o sostituzione tetto,0.06
2019,Sardegna,Cronotermostato e termostato,0.0
2019,Sardegna,Finestre blindate,0.0
2019,Sardegna,Impianto di allarme,0.1
2019,Sardegna,Installazione impianto di domotica,0.0
2019,Sardegna,Installazione impianto wifi,0.0
2019,Sardegna,Installazione o sostituzione doppi vetri,0.01
2019,Sardegna,Installazione o sostituzione finestre,0.18
2019,Sardegna,Installazione o sostituzione impianto di videosorveglianza,0.05
2019,Sardegna,Installazione o sostituzione inferriate,0.02
2019,Sardegna,Installazione o sostituzione pannelli fotovoltaici,0.08
2019,Sardegna,Installazione o sostituzione porte blindate,0.05
2019,Sardegna,Installazione o sostituzione serrature,0.06
2019,Sardegna,Installazione o sostituzione vetro antisfondamento,0.0
2019,Sardegna,Motorizzazione tapparelle,0.01
2019,Sardegna,Rifacimento facciata,0.03
2019,Sardegna,Riparazione o manutenzione tetto,0.04
2019,Sicilia,Automazione cancelli,0.03
2019,Sicilia,Certificato conformità impianto elettrico,0.04
2019,Sicilia,Certificazione energetica,0.23
2019,Sicilia,Costruzione o sostituzione tetto,0.07
2019,Sicilia,Cronotermostato e termostato,0.0
2019,Sicilia,Finestre blindate,0.01
2019,Sicilia,Impianto di allarme,0.1
2019,Sicilia,Installazione impianto di domotica,0.01
2019,Sicilia,Installazione impianto wifi,0.0
2019,Sicilia,Installazione o sostituzione doppi vetri,0.01
2019,Sicilia,Installazione o sostituzione finestre,0.16
2019,Sicilia,Installazione o sostituzione impianto di videosorveglianza,0.05
2019,Sicilia,Installazione o sostituzione inferriate,0.02
2019,Sicilia,Installazione o sostituzione pannelli fotovoltaici,0.1
2019,Sicilia,Installazione o sostituzione porte blindate,0.05
2019,Sicilia,Installazione o sostituzione serrature,0.05
2019,Sicilia,Installazione o sostituzione vetro antisfondamento,0.01
2019,Sicilia,Motorizzazione tapparelle,0.01
2019,Sicilia,Rifacimento facciata,0.02
2019,Sicilia,Riparazione o manutenzione tetto,0.04
2019,Trentino-Alto Adige,Automazione cancelli,0.0
2019,Trentino-Alto Adige,Certificato conformità impianto elettrico,0.05
2019,Trentino-Alto Adige,Certificazione energetica,0.37
2019,Trentino-Alto Adige,Costruzione o sostituzione tetto,0.04
2019,Trentino-Alto Adige,Cronotermostato e termostato,0.01
2019,Trentino-Alto Adige,Finestre blindate,0.0
2019,Trentino-Alto Adige,Impianto di allarme,0.1
2019,Trentino-Alto Adige,Installazione impianto di domotica,0.0
2019,Trentino-Alto Adige,Installazione impianto wifi,0.0
2019,Trentino-Alto Adige,Installazione o sostituzione doppi vetri,0.01
2019,Trentino-Alto Adige,Installazione o sostituzione finestre,0.19
2019,Trentino-Alto Adige,Installazione o sostituzione impianto di videosorveglianza,0.02
2019,Trentino-Alto Adige,Installazione o sostituzione inferriate,0.02
2019,Trentino-Alto Adige,Installazione o sostituzione pannelli fotovoltaici,0.03
2019,Trentino-Alto Adige,Installazione o sostituzione porte blindate,0.05
2019,Trentino-Alto Adige,Installazione o sostituzione serrature,0.04
2019,Trentino-Alto Adige,Installazione o sostituzione vetro antisfondamento,0.01
2019,Trentino-Alto Adige,Motorizzazione tapparelle,0.02
2019,Trentino-Alto Adige,Rifacimento facciata,0.01
2019,Trentino-Alto Adige,Riparazione o manutenzione tetto,0.04
2019,Toscana,Automazione cancelli,0.02
2019,Toscana,Certificato conformità impianto elettrico,0.05
2019,Toscana,Certificazione energetica,0.19
2019,Toscana,Costruzione o sostituzione tetto,0.03
2019,Toscana,Cronotermostato e termostato,0.01
2019,Toscana,Finestre blindate,0.01
2019,Toscana,Impianto di allarme,0.1
2019,Toscana,Installazione impianto di domotica,0.01
2019,Toscana,Installazione impianto wifi,0.0
2019,Toscana,Installazione o sostituzione doppi vetri,0.02
2019,Toscana,Installazione o sostituzione finestre,0.21
2019,Toscana,Installazione o sostituzione impianto di videosorveglianza,0.02
2019,Toscana,Installazione o sostituzione inferriate,0.04
2019,Toscana,Installazione o sostituzione pannelli fotovoltaici,0.06
2019,Toscana,Installazione o sostituzione porte blindate,0.07
2019,Toscana,Installazione o sostituzione serrature,0.08
2019,Toscana,Installazione o sostituzione vetro antisfondamento,0.0
2019,Toscana,Motorizzazione tapparelle,0.01
2019,Toscana,Rifacimento facciata,0.01
2019,Toscana,Riparazione o manutenzione tetto,0.05
2019,Umbria,Automazione cancelli,0.01
2019,Umbria,Certificato conformità impianto elettrico,0.06
2019,Umbria,Certificazione energetica,0.18
2019,Umbria,Costruzione o sostituzione tetto,0.04
2019,Umbria,Cronotermostato e termostato,0.0
2019,Umbria,Finestre blindate,0.01
2019,Umbria,Impianto di allarme,0.14
2019,Umbria,Installazione impianto di domotica,0.01
2019,Umbria,Installazione o sostituzione doppi vetri,0.03
2019,Umbria,Installazione o sostituzione finestre,0.18
2019,Umbria,Installazione o sostituzione impianto di videosorveglianza,0.04
2019,Umbria,Installazione o sostituzione inferriate,0.04
2019,Umbria,Installazione o sostituzione pannelli fotovoltaici,0.07
2019,Umbria,Installazione o sostituzione porte blindate,0.05
2019,Umbria,Installazione o sostituzione serrature,0.05
2019,Umbria,Installazione o sostituzione vetro antisfondamento,0.0
2019,Umbria,Motorizzazione tapparelle,0.04
2019,Umbria,Rifacimento facciata,0.01
2019,Umbria,Riparazione o manutenzione tetto,0.05
2019,Veneto,Automazione cancelli,0.04
2019,Veneto,Certificato conformità impianto elettrico,0.04
2019,Veneto,Certificazione energetica,0.26
2019,Veneto,Costruzione o sostituzione tetto,0.04
2019,Veneto,Cronotermostato e termostato,0.01
2019,Veneto,Finestre blindate,0.0
2019,Veneto,Impianto di allarme,0.08
2019,Veneto,Installazione impianto di domotica,0.01
2019,Veneto,Installazione impianto wifi,0.0
2019,Veneto,Installazione o sostituzione doppi vetri,0.02
2019,Veneto,Installazione o sostituzione finestre,0.19
2019,Veneto,Installazione o sostituzione impianto di videosorveglianza,0.03
2019,Veneto,Installazione o sostituzione inferriate,0.03
2019,Veneto,Installazione o sostituzione pannelli fotovoltaici,0.06
2019,Veneto,Installazione o sostituzione porte blindate,0.07
2019,Veneto,Installazione o sostituzione serrature,0.05
2019,Veneto,Installazione o sostituzione vetro antisfondamento,0.0
2019,Veneto,Motorizzazione tapparelle,0.01
2019,Veneto,Rifacimento facciata,0.01
2019,Veneto,Riparazione o manutenzione tetto,0.06
2020,Abruzzo,Automazione cancelli,0.03
2020,Abruzzo,Certificato conformità impianto elettrico,0.02
2020,Abruzzo,Certificazione energetica,0.15
2020,Abruzzo,Costruzione o sostituzione tetto,0.06
2020,Abruzzo,Cronotermostato e termostato,0.0
2020,Abruzzo,Finestre blindate,0.0
2020,Abruzzo,Impianto di allarme,0.05
2020,Abruzzo,Installazione impianto di domotica,0.0
2020,Abruzzo,Installazione impianto wifi,0.0
2020,Abruzzo,Installazione o sostituzione doppi vetri,0.01
2020,Abruzzo,Installazione o sostituzione finestre,0.22
2020,Abruzzo,Installazione o sostituzione impianto di videosorveglianza,0.03
2020,Abruzzo,Installazione o sostituzione inferriate,0.03
2020,Abruzzo,Installazione o sostituzione pannelli fotovoltaici,0.18
2020,Abruzzo,Installazione o sostituzione porte blindate,0.07
2020,Abruzzo,Installazione o sostituzione serrature,0.07
2020,Abruzzo,Installazione o sostituzione vetro antisfondamento,0.0
2020,Abruzzo,Motorizzazione tapparelle,0.02
2020,Abruzzo,Rifacimento facciata,0.01
2020,Abruzzo,Riparazione o manutenzione tetto,0.05
2020,Valle d'Aosta,Certificato conformità impianto elettrico,0.0
2020,Valle d'Aosta,Certificazione energetica,0.42
2020,Valle d'Aosta,Costruzione o sostituzione tetto,0.05
2020,Valle d'Aosta,Cronotermostato e termostato,0.0
2020,Valle d'Aosta,Finestre blindate,0.02
2020,Valle d'Aosta,Impianto di allarme,0.05
2020,Valle d'Aosta,Installazione o sostituzione doppi vetri,0.0
2020,Valle d'Aosta,Installazione o sostituzione finestre,0.18
2020,Valle d'Aosta,Installazione o sostituzione impianto di videosorveglianza,0.0
2020,Valle d'Aosta,Installazione o sostituzione pannelli fotovoltaici,0.15
2020,Valle d'Aosta,Installazione o sostituzione porte blindate,0.0
2020,Valle d'Aosta,Installazione o sostituzione serrature,0.05
2020,Valle d'Aosta,Installazione o sostituzione vetro antisfondamento,0.0
2020,Valle d'Aosta,Motorizzazione tapparelle,0.0
2020,Valle d'Aosta,Riparazione o manutenzione tetto,0.07
2020,Puglia,Automazione cancelli,0.02
2020,Puglia,Certificato conformità impianto elettrico,0.02
2020,Puglia,Certificazione energetica,0.16
2020,Puglia,Costruzione o sostituzione tetto,0.02
2020,Puglia,Cronotermostato e termostato,0.0
2020,Puglia,Finestre blindate,0.02
2020,Puglia,Impianto di allarme,0.05
2020,Puglia,Installazione impianto di domotica,0.01
2020,Puglia,Installazione impianto wifi,0.0
2020,Puglia,Installazione o sostituzione doppi vetri,0.01
2020,Puglia,Installazione o sostituzione finestre,0.32
2020,Puglia,Installazione o sostituzione impianto di videosorveglianza,0.03
2020,Puglia,Installazione o sostituzione inferriate,0.03
2020,Puglia,Installazione o sostituzione pannelli fotovoltaici,0.2
2020,Puglia,Installazione o sostituzione porte blindate,0.05
2020,Puglia,Installazione o sostituzione serrature,0.02
2020,Puglia,Installazione o sostituzione vetro antisfondamento,0.0
2020,Puglia,Motorizzazione tapparelle,0.01
2020,Puglia,Rifacimento facciata,0.02
2020,Puglia,Riparazione o manutenzione tetto,0.02
2020,Basilicata,Automazione cancelli,0.03
2020,Basilicata,Certificato conformità impianto elettrico,0.02
2020,Basilicata,Certificazione energetica,0.17
2020,Basilicata,Costruzione o sostituzione tetto,0.0
2020,Basilicata,Cronotermostato e termostato,0.0
2020,Basilicata,Finestre blindate,0.06
2020,Basilicata,Impianto di allarme,0.02
2020,Basilicata,Installazione impianto di domotica,0.01
2020,Basilicata,Installazione o sostituzione doppi vetri,0.02
2020,Basilicata,Installazione o sostituzione finestre,0.29
2020,Basilicata,Installazione o sostituzione impianto di videosorveglianza,0.02
2020,Basilicata,Installazione o sostituzione inferriate,0.03
2020,Basilicata,Installazione o sostituzione pannelli fotovoltaici,0.23
2020,Basilicata,Installazione o sostituzione porte blindate,0.06
2020,Basilicata,Installazione o sostituzione serrature,0.03
2020,Basilicata,Motorizzazione tapparelle,0.0
2020,Basilicata,Rifacimento facciata,0.02
2020,Basilicata,Riparazione o manutenzione tetto,0.0
2020,Calabria,Automazione cancelli,0.01
2020,Calabria,Certificato conformità impianto elettrico,0.02
2020,Calabria,Certificazione energetica,0.13
2020,Calabria,Costruzione o sostituzione tetto,0.04
2020,Calabria,Cronotermostato e termostato,0.0
2020,Calabria,Finestre blindate,0.02
2020,Calabria,Impianto di allarme,0.04
2020,Calabria,Installazione impianto di domotica,0.01
2020,Calabria,Installazione impianto wifi,0.0
2020,Calabria,Installazione o sostituzione doppi vetri,0.0
2020,Calabria,Installazione o sostituzione finestre,0.38
2020,Calabria,Installazione o sostituzione impianto di videosorveglianza,0.03
2020,Calabria,Installazione o sostituzione inferriate,0.02
2020,Calabria,Installazione o sostituzione pannelli fotovoltaici,0.2
2020,Calabria,Installazione o sostituzione porte blindate,0.02
2020,Calabria,Installazione o sostituzione serrature,0.02
2020,Calabria,Installazione o sostituzione vetro antisfondamento,0.0
2020,Calabria,Motorizzazione tapparelle,0.01
2020,Calabria,Rifacimento facciata,0.02
2020,Calabria,Riparazione o manutenzione tetto,0.02
2020,Campania,Automazione cancelli,0.02
2020,Campania,Certificato conformità impianto elettrico,0.02
2020,Campania,Certificazione energetica,0.15
2020,Campania,Costruzione o sostituzione tetto,0.02
2020,Campania,Cronotermostato e termostato,0.0
2020,Campania,Finestre blindate,0.02
2020,Campania,Impianto di allarme,0.05
2020,Campania,Installazione impianto di domotica,0.01
2020,Campania,Installazione impianto wifi,0.0
2020,Campania,Installazione o sostituzione doppi vetri,0.01
2020,Campania,Installazione o sostituzione finestre,0.31
2020,Campania,Installazione o sostituzione impianto di videosorveglianza,0.03
2020,Campania,Installazione o sostituzione inferriate,0.03
2020,Campania,Installazione o sostituzione pannelli fotovoltaici,0.2
2020,Campania,Installazione o sostituzione porte blindate,0.02
2020,Campania,Installazione o sostituzione serrature,0.04
2020,Campania,Installazione o sostituzione vetro antisfondamento,0.0
2020,Campania,Motorizzazione tapparelle,0.01
2020,Campania,Rifacimento facciata,0.02
2020,Campania,Riparazione o manutenzione tetto,0.03
2020,Emilia-Romagna,Automazione cancelli,0.03
2020,Emilia-Romagna,Certificato conformità impianto elettrico,0.04
2020,Emilia-Romagna,Certificazione energetica,0.28
2020,Emilia-Romagna,Costruzione o sostituzione tetto,0.02
2020,Emilia-Romagna,Cronotermostato e termostato,0.01
2020,Emilia-Romagna,Finestre blindate,0.01
2020,Emilia-Romagna,Impianto di allarme,0.03
2020,Emilia-Romagna,Installazione impianto di domotica,0.01
2020,Emilia-Romagna,Installazione impianto wifi,0.0
2020,Emilia-Romagna,Installazione o sostituzione doppi vetri,0.01
2020,Emilia-Romagna,Installazione o sostituzione finestre,0.18
2020,Emilia-Romagna,Installazione o sostituzione impianto di videosorveglianza,0.02
2020,Emilia-Romagna,Installazione o sostituzione inferriate,0.04
2020,Emilia-Romagna,Installazione o sostituzione pannelli fotovoltaici,0.18
2020,Emilia-Romagna,Installazione o sostituzione porte blindate,0.04
2020,Emilia-Romagna,Installazione o sostituzione serrature,0.04
2020,Emilia-Romagna,Installazione o sostituzione vetro antisfondamento,0.0
2020,Emilia-Romagna,Motorizzazione tapparelle,0.01
2020,Emilia-Romagna,Rifacimento facciata,0.02
2020,Emilia-Romagna,Riparazione o manutenzione tetto,0.04
2020,Friuli Venezia Giulia,Automazione cancelli,0.03
2020,Friuli Venezia Giulia,Certificato conformità impianto elettrico,0.02
2020,Friuli Venezia Giulia,Certificazione energetica,0.23
2020,Friuli Venezia Giulia,Costruzione o sostituzione tetto,0.02
2020,Friuli Venezia Giulia,Cronotermostato e termostato,0.0
2020,Friuli Venezia Giulia,Finestre blindate,0.01
2020,Friuli Venezia Giulia,Impianto di allarme,0.04
2020,Friuli Venezia Giulia,Installazione impianto di domotica,0.0
2020,Friuli Venezia Giulia,Installazione impianto wifi,0.0
2020,Friuli Venezia Giulia,Installazione o sostituzione doppi vetri,0.01
2020,Friuli Venezia Giulia,Installazione o sostituzione finestre,0.26
2020,Friuli Venezia Giulia,Installazione o sostituzione impianto di videosorveglianza,0.01
2020,Friuli Venezia Giulia,Installazione o sostituzione inferriate,0.03
2020,Friuli Venezia Giulia,Installazione o sostituzione pannelli fotovoltaici,0.19
2020,Friuli Venezia Giulia,Installazione o sostituzione porte blindate,0.08
2020,Friuli Venezia Giulia,Installazione o sostituzione serrature,0.02
2020,Friuli Venezia Giulia,Installazione o sostituzione vetro antisfondamento,0.0
2020,Friuli Venezia Giulia,Motorizzazione tapparelle,0.0
2020,Friuli Venezia Giulia,Rifacimento facciata,0.02
2020,Friuli Venezia Giulia,Riparazione o manutenzione tetto,0.04
2020,Italia,Automazione cancelli,0.02
2020,Italia,Certificato conformità impianto elettrico,0.03
2020,Italia,Certificazione energetica,0.21
2020,Italia,Costruzione o sostituzione tetto,0.03
2020,Italia,Cronotermostato e termostato,0.01
2020,Italia,Finestre blindate,0.01
2020,Italia,Impianto di allarme,0.05
2020,Italia,Installazione impianto di domotica,0.01
2020,Italia,Installazione impianto wifi,0.0
2020,Italia,Installazione o sostituzione doppi vetri,0.01
2020,Italia,Installazione o sostituzione finestre,0.24
2020,Italia,Installazione o sostituzione impianto di videosorveglianza,0.02
2020,Italia,Installazione o sostituzione inferriate,0.03
2020,Italia,Installazione o sostituzione pannelli fotovoltaici,0.17
2020,Italia,Installazione o sostituzione porte blindate,0.05
2020,Italia,Installazione o sostituzione serrature,0.04
2020,Italia,Installazione o sostituzione vetro antisfondamento,0.0
2020,Italia,Motorizzazione tapparelle,0.01
2020,Italia,Rifacimento facciata,0.02
2020,Italia,Riparazione o manutenzione tetto,0.04
2020,Lazio,Automazione cancelli,0.02
2020,Lazio,Certificato conformità impianto elettrico,0.04
2020,Lazio,Certificazione energetica,0.16
2020,Lazio,Costruzione o sostituzione tetto,0.03
2020,Lazio,Cronotermostato e termostato,0.01
2020,Lazio,Finestre blindate,0.01
2020,Lazio,Impianto di allarme,0.05
2020,Lazio,Installazione impianto di domotica,0.01
2020,Lazio,Installazione impianto wifi,0.0
2020,Lazio,Installazione o sostituzione doppi vetri,0.01
2020,Lazio,Installazione o sostituzione finestre,0.23
2020,Lazio,Installazione o sostituzione impianto di videosorveglianza,0.02
2020,Lazio,Installazione o sostituzione inferriate,0.06
2020,Lazio,Installazione o sostituzione pannelli fotovoltaici,0.21
2020,Lazio,Installazione o sostituzione porte blindate,0.04
2020,Lazio,Installazione o sostituzione serrature,0.04
2020,Lazio,Installazione o sostituzione vetro antisfondamento,0.0
2020,Lazio,Motorizzazione tapparelle,0.02
2020,Lazio,Rifacimento facciata,0.01
2020,Lazio,Riparazione o manutenzione tetto,0.03
2020,Liguria,Automazione cancelli,0.01
2020,Liguria,Certificato conformità impianto elettrico,0.05
2020,Liguria,Certificazione energetica,0.27
2020,Liguria,Costruzione o sostituzione tetto,0.02
2020,Liguria,Cronotermostato e termostato,0.01
2020,Liguria,Finestre blindate,0.0
2020,Liguria,Impianto di allarme,0.03
2020,Liguria,Installazione impianto di domotica,0.01
2020,Liguria,Installazione impianto wifi,0.0
2020,Liguria,Installazione o sostituzione doppi vetri,0.01
2020,Liguria,Installazione o sostituzione finestre,0.28
2020,Liguria,Installazione o sostituzione impianto di videosorveglianza,0.01
2020,Liguria,Installazione o sostituzione inferriate,0.02
2020,Liguria,Installazione o sostituzione pannelli fotovoltaici,0.12
2020,Liguria,Installazione o sostituzione porte blindate,0.07
