ticket_taxonomy_tag_name,ticket_geo_region_name,Year,Month,Distribution_of_tickets,Country_chosen
Rifacimento facciata,Italia,2019,0,0.052757793764988015,1
Rifacimento facciata,Italia,2019,1,0.07434052757793766,1
Rifacimento facciata,Italia,2019,2,0.07673860911270983,1
Rifacimento facciata,Italia,2019,3,0.07673860911270983,1
Rifacimento facciata,Italia,2019,4,0.0983213429256595,1
Rifacimento facciata,Italia,2019,5,0.0671462829736211,1
Rifacimento facciata,Italia,2019,6,0.10311750599520383,1
Rifacimento facciata,Italia,2019,7,0.05035971223021583,1
Rifacimento facciata,Italia,2019,8,0.12470023980815349,1
Rifacimento facciata,Italia,2019,9,0.08633093525179857,1
Rifacimento facciata,Italia,2019,10,0.11031175059952039,1
Rifacimento facciata,Italia,2019,11,0.07913669064748205,1
Rifacimento facciata,Italia,2020,0,0.15584415584415584,1
Rifacimento facciata,Italia,2020,1,0.15584415584415584,1
Rifacimento facciata,Italia,2020,2,0.034632034632034625,1
Rifacimento facciata,Italia,2020,3,0.0670995670995671,1
Rifacimento facciata,Italia,2020,4,0.32900432900432897,1
Rifacimento facciata,Italia,2020,5,0.21212121212121215,1
Rifacimento facciata,Italia,2020,6,0.045454545454545456,1
Rifacimento facciata,Abruzzo,2019,0,0.16666666666666666,0
Rifacimento facciata,Abruzzo,2019,1,0.16666666666666666,0
Rifacimento facciata,Abruzzo,2019,2,NA,0
Rifacimento facciata,Abruzzo,2019,3,NA,0
Rifacimento facciata,Abruzzo,2019,4,0.16666666666666666,0
Rifacimento facciata,Abruzzo,2019,5,NA,0
Rifacimento facciata,Abruzzo,2019,6,NA,0
Rifacimento facciata,Abruzzo,2019,7,NA,0
Rifacimento facciata,Abruzzo,2019,8,0.16666666666666666,0
Rifacimento facciata,Abruzzo,2019,9,0.3333333333333333,0
Rifacimento facciata,Abruzzo,2019,10,NA,0
Rifacimento facciata,Abruzzo,2019,11,NA,0
Rifacimento facciata,Abruzzo,2020,0,NA,0
Rifacimento facciata,Abruzzo,2020,1,0.20000000000000004,0
Rifacimento facciata,Abruzzo,2020,2,NA,0
Rifacimento facciata,Abruzzo,2020,3,NA,0
Rifacimento facciata,Abruzzo,2020,4,0.6,0
Rifacimento facciata,Abruzzo,2020,5,0.20000000000000004,0
Rifacimento facciata,Valle d'Aosta,2019,0,NA,0
Rifacimento facciata,Valle d'Aosta,2019,1,NA,0
Rifacimento facciata,Valle d'Aosta,2019,2,NA,0
Rifacimento facciata,Valle d'Aosta,2019,3,NA,0
Rifacimento facciata,Valle d'Aosta,2019,4,NA,0
Rifacimento facciata,Valle d'Aosta,2019,5,NA,0
Rifacimento facciata,Valle d'Aosta,2019,6,NA,0
