date,marketing,isPartial
2018-01-07,69,False
2018-01-14,81,False
2018-01-21,92,False
2018-01-28,78,False
2018-02-04,68,False
2018-02-11,71,False
2018-02-18,65,False
2018-02-25,90,False
2018-03-04,60,False
2018-03-11,44,False
2018-03-18,74,False
2018-03-25,52,False
2018-04-01,40,False
2018-04-08,59,False
2018-04-15,65,False
2018-04-22,70,False
2018-04-29,66,False
2018-05-06,44,False
2018-05-13,67,False
2018-05-20,84,False
2018-05-27,100,False
2018-06-03,48,False
2018-06-10,58,False
2018-06-17,58,False
2018-06-24,30,False
2018-07-01,36,False
2018-07-08,53,False
2018-07-15,44,False
2018-07-22,53,False
2018-07-29,59,False
2018-08-05,24,False
2018-08-12,13,False
2018-08-19,24,False
2018-08-26,29,False
2018-09-02,81,False
2018-09-09,77,False
2018-09-16,90,False
2018-09-23,59,False
2018-09-30,75,False
2018-10-07,80,False
2018-10-14,78,False
2018-10-21,72,False
2018-10-28,38,False
2018-11-04,76,False
2018-11-11,78,False
2018-11-18,60,False
2018-11-25,67,False
2018-12-02,42,False
2018-12-09,51,False
2018-12-16,30,False
2018-12-23,22,False
2018-12-30,31,False
2019-01-06,76,False
2019-01-13,37,False
2019-01-20,57,False
2019-01-27,72,False
2019-02-03,66,False
2019-02-10,85,False
2019-02-17,60,False
2019-02-24,65,False
2019-03-03,72,False
2019-03-10,49,False
2019-03-17,49,False
2019-03-24,50,False
2019-03-31,75,False
2019-04-07,69,False
2019-04-14,41,False
2019-04-21,53,False
2019-04-28,53,False
2019-05-05,59,False
2019-05-12,58,False
2019-05-19,49,False
2019-05-26,79,False
2019-06-02,65,False
2019-06-09,72,False
2019-06-16,80,False
2019-06-23,34,False
2019-06-30,52,False
2019-07-07,56,False
2019-07-14,26,False
2019-07-21,27,False
2019-07-28,62,False
2019-08-04,19,False
2019-08-11,44,False
2019-08-18,34,False
2019-08-25,40,False
2019-09-01,39,False
2019-09-08,53,False
2019-09-15,70,False
2019-09-22,69,False
2019-09-29,81,False
2019-10-06,75,False
2019-10-13,57,False
2019-10-20,97,False
2019-10-27,44,False
2019-11-03,68,False
2019-11-10,67,False
2019-11-17,59,False
2019-11-24,39,False
2019-12-01,59,False
2019-12-08,74,False
2019-12-15,76,False
2019-12-22,56,False
2019-12-29,41,False
2020-01-05,57,False
2020-01-12,54,False
2020-01-19,34,False
2020-01-26,53,False
2020-02-02,48,False
2020-02-09,84,False
2020-02-16,72,False
2020-02-23,63,False
2020-03-01,74,False
2020-03-08,59,False
2020-03-15,59,False
2020-03-22,47,False
2020-03-29,45,False
2020-04-05,51,False
2020-04-12,43,True
