date,marketing,isPartial
2018-01-07,79,False
2018-01-14,91,False
2018-01-21,85,False
2018-01-28,78,False
2018-02-04,88,False
2018-02-11,74,False
2018-02-18,82,False
2018-02-25,83,False
2018-03-04,77,False
2018-03-11,81,False
2018-03-18,74,False
2018-03-25,51,False
2018-04-01,66,False
2018-04-08,76,False
2018-04-15,73,False
2018-04-22,73,False
2018-04-29,65,False
2018-05-06,83,False
2018-05-13,77,False
2018-05-20,82,False
2018-05-27,83,False
2018-06-03,85,False
2018-06-10,82,False
2018-06-17,67,False
2018-06-24,67,False
2018-07-01,71,False
2018-07-08,56,False
2018-07-15,57,False
2018-07-22,61,False
2018-07-29,51,False
2018-08-05,54,False
2018-08-12,42,False
2018-08-19,51,False
2018-08-26,59,False
2018-09-02,79,False
2018-09-09,81,False
2018-09-16,81,False
2018-09-23,90,False
2018-09-30,93,False
2018-10-07,73,False
2018-10-14,88,False
2018-10-21,89,False
2018-10-28,58,False
2018-11-04,77,False
2018-11-11,90,False
2018-11-18,75,False
2018-11-25,92,False
2018-12-02,71,False
2018-12-09,81,False
2018-12-16,75,False
2018-12-23,46,False
2018-12-30,54,False
2019-01-06,80,False
2019-01-13,89,False
2019-01-20,72,False
2019-01-27,86,False
2019-02-03,91,False
2019-02-10,86,False
2019-02-17,95,False
2019-02-24,93,False
2019-03-03,77,False
2019-03-10,76,False
2019-03-17,85,False
2019-03-24,81,False
2019-03-31,89,False
2019-04-07,95,False
2019-04-14,54,False
2019-04-21,76,False
2019-04-28,79,False
2019-05-05,86,False
2019-05-12,82,False
2019-05-19,80,False
2019-05-26,94,False
2019-06-02,93,False
2019-06-09,95,False
2019-06-16,87,False
2019-06-23,77,False
2019-06-30,75,False
2019-07-07,76,False
2019-07-14,81,False
2019-07-21,53,False
2019-07-28,56,False
2019-08-04,40,False
2019-08-11,49,False
2019-08-18,62,False
2019-08-25,59,False
2019-09-01,75,False
2019-09-08,75,False
2019-09-15,82,False
2019-09-22,87,False
2019-09-29,91,False
2019-10-06,88,False
2019-10-13,82,False
2019-10-20,91,False
2019-10-27,76,False
2019-11-03,88,False
2019-11-10,86,False
2019-11-17,89,False
2019-11-24,83,False
2019-12-01,72,False
2019-12-08,85,False
2019-12-15,75,False
2019-12-22,54,False
2019-12-29,58,False
2020-01-05,79,False
2020-01-12,86,False
2020-01-19,82,False
2020-01-26,88,False
2020-02-02,87,False
2020-02-09,100,False
2020-02-16,97,False
2020-02-23,87,False
2020-03-01,92,False
2020-03-08,75,False
2020-03-15,75,False
2020-03-22,83,False
2020-03-29,78,False
2020-04-05,74,False
2020-04-12,79,True
