geoName,geoCode,Pose store
Brittany,FR-E,85.0
Centre-Val de Loire,FR-F,70.0
Corsica,FR-H,0.0
Pays de la Loire,FR-R,75.0
Provence-Alpes-Côte d'Azur,FR-U,53.333333333333336
Île-de-France,FR-J,43.333333333333336
Grand-est,FR-GE,76.11111111111111
Hauts-de-france,FR-HF,68.33333333333333
Normandie,FR-NO,57.49999999999999
Bourgogne-Franche-Comté,FR-BFC,58.333333333333336
Nouvelle-Aquitaine,FR-NA,100.0
Occitanie,FR-OC,38.333333333333336
Auvergne-Rhône-Alpes,FR-AR,77.5
