,geoName,buffet traiteur
3,Brittany,80.0
5,Centre-Val de Loire,51.76470588235295
7,Corsica,0.0
15,Pays de la Loire,72.94117647058823
18,Provence-Alpes-Côte d'Azur,51.76470588235295
21,Île-de-France,63.52941176470588
22,Grand-est,32.94117647058823
23,Hauts-de-france,100.0
24,Normandie,27.058823529411764
25,Bourgogne-Franche-Comté,0.0
26,Nouvelle-Aquitaine,86.27450980392156
27,Occitanie,15.294117647058824
28,Auvergne-Rhône-Alpes,25.882352941176475
