date,Holzbau,isPartial
2018-01-07,76,False
2018-01-14,78,False
2018-01-21,100,False
2018-01-28,59,False
2018-02-04,85,False
2018-02-11,61,False
2018-02-18,96,False
2018-02-25,82,False
2018-03-04,72,False
2018-03-11,67,False
2018-03-18,58,False
2018-03-25,69,False
2018-04-01,61,False
2018-04-08,85,False
2018-04-15,71,False
2018-04-22,70,False
2018-04-29,57,False
2018-05-06,77,False
2018-05-13,79,False
2018-05-20,82,False
2018-05-27,57,False
2018-06-03,83,False
2018-06-10,86,False
2018-06-17,60,False
2018-06-24,39,False
2018-07-01,57,False
2018-07-08,79,False
2018-07-15,54,False
2018-07-22,62,False
2018-07-29,80,False
2018-08-05,70,False
2018-08-12,70,False
2018-08-19,78,False
2018-08-26,56,False
2018-09-02,65,False
2018-09-09,56,False
2018-09-16,90,False
2018-09-23,80,False
2018-09-30,61,False
2018-10-07,61,False
2018-10-14,92,False
2018-10-21,73,False
2018-10-28,55,False
2018-11-04,69,False
2018-11-11,72,False
2018-11-18,70,False
2018-11-25,58,False
2018-12-02,79,False
2018-12-09,47,False
2018-12-16,50,False
2018-12-23,57,False
2018-12-30,74,False
2019-01-06,66,False
2019-01-13,76,False
2019-01-20,70,False
2019-01-27,69,False
2019-02-03,80,False
2019-02-10,93,False
2019-02-17,48,False
2019-02-24,73,False
2019-03-03,56,False
2019-03-10,57,False
2019-03-17,55,False
2019-03-24,77,False
2019-03-31,86,False
2019-04-07,80,False
2019-04-14,84,False
2019-04-21,63,False
2019-04-28,58,False
2019-05-05,94,False
2019-05-12,90,False
2019-05-19,74,False
2019-05-26,51,False
2019-06-02,52,False
2019-06-09,80,False
2019-06-16,60,False
2019-06-23,71,False
2019-06-30,80,False
2019-07-07,65,False
2019-07-14,50,False
2019-07-21,44,False
2019-07-28,60,False
2019-08-04,51,False
2019-08-11,51,False
2019-08-18,82,False
2019-08-25,86,False
2019-09-01,63,False
2019-09-08,68,False
2019-09-15,73,False
2019-09-22,58,False
2019-09-29,65,False
2019-10-06,80,False
2019-10-13,62,False
2019-10-20,88,False
2019-10-27,80,False
2019-11-03,40,False
2019-11-10,84,False
2019-11-17,70,False
2019-11-24,51,False
2019-12-01,77,False
2019-12-08,59,False
2019-12-15,57,False
2019-12-22,38,False
2019-12-29,38,False
2020-01-05,64,False
2020-01-12,81,False
2020-01-19,72,False
2020-01-26,62,False
2020-02-02,67,False
2020-02-09,83,False
2020-02-16,87,False
2020-02-23,73,False
2020-03-01,78,False
2020-03-08,60,False
2020-03-15,47,False
2020-03-22,51,False
2020-03-29,62,False
2020-04-05,55,False
2020-04-12,92,False
2020-04-19,58,False
2020-04-26,82,False
2020-05-03,95,False
2020-05-10,80,False
