Year,ticket_geo_region_name,Type,sub_type,Percentage
2019,Umbria,Cura della Casa,Aria Condizionata,0.43
2019,Valle d'Aosta,Spese,Benessere e Tempo Libero,0.6
2019,Valle d'Aosta,Outdoor,Cura giardino,0.62
2019,Valle d'Aosta,Benessere e Tempo Libero,Personal trainer,0.46
2019,Valle d'Aosta,Cura della Casa,Aria Condizionata,0.41
2019,Veneto,Spese,Benessere e Tempo Libero,0.52
2019,Veneto,Outdoor,Cura giardino,0.52
2019,Veneto,Benessere e Tempo Libero,Lezioni di inglese,0.36
2019,Veneto,Cura della Casa,Aria Condizionata,0.48
2020,Abruzzo,Spese,Benessere e Tempo Libero,0.4
2020,Abruzzo,Outdoor,Installazione piscina,0.4
2020,Abruzzo,Benessere e Tempo Libero,Psicologo,0.36
2020,Abruzzo,Cura della Casa,Aria Condizionata,0.39
2020,Basilicata,Spese,Outdoor,0.36
2020,Basilicata,Outdoor,Installazione piscina,0.35
2020,Basilicata,Benessere e Tempo Libero,Psicologo,0.43
2020,Basilicata,Cura della Casa,Imbianchino,0.37
2020,Calabria,Spese,Outdoor,0.37
2020,Calabria,Outdoor,Installazione piscina,0.44
2020,Calabria,Benessere e Tempo Libero,Psicologo,0.46
2020,Calabria,Cura della Casa,Aria Condizionata,0.38
2020,Campania,Spese,Benessere e Tempo Libero,0.44
2020,Campania,Outdoor,Installazione piscina,0.43
2020,Campania,Benessere e Tempo Libero,Psicologo,0.4
2020,Campania,Cura della Casa,Aria Condizionata,0.45
2020,Emilia-Romagna,Spese,Cura della Casa,0.43
2020,Emilia-Romagna,Outdoor,Installazione tende da sole,0.33
2020,Emilia-Romagna,Benessere e Tempo Libero,Psicologo,0.37
2020,Emilia-Romagna,Cura della Casa,Aria Condizionata,0.47
2020,Friuli Venezia Giulia,Spese,Cura della Casa,0.4
2020,Friuli Venezia Giulia,Outdoor,Installazione tende da sole,0.3
2020,Friuli Venezia Giulia,Benessere e Tempo Libero,Personal trainer,0.42
2020,Friuli Venezia Giulia,Cura della Casa,Aria Condizionata,0.43
2020,Italia,Spese,Cura della Casa,0.4
2020,Italia,Outdoor,Installazione piscina,0.31
2020,Italia,Benessere e Tempo Libero,Psicologo,0.38
2020,Italia,Cura della Casa,Aria Condizionata,0.47
2020,Lazio,Spese,Cura della Casa,0.38
2020,Lazio,Outdoor,Installazione piscina,0.31
2020,Lazio,Benessere e Tempo Libero,Psicologo,0.39
2020,Lazio,Cura della Casa,Aria Condizionata,0.43
2020,Liguria,Spese,Cura della Casa,0.46
2020,Liguria,Outdoor,Installazione tende da sole,0.38
2020,Liguria,Benessere e Tempo Libero,Psicologo,0.36
2020,Liguria,Cura della Casa,Aria Condizionata,0.51
2020,Lombardia,Spese,Cura della Casa,0.48
2020,Lombardia,Outdoor,Installazione tende da sole,0.38
2020,Lombardia,Benessere e Tempo Libero,Psicologo,0.37
2020,Lombardia,Cura della Casa,Aria Condizionata,0.5
2020,Marche,Spese,Cura della Casa,0.38
2020,Marche,Outdoor,Installazione piscina,0.36
2020,Marche,Benessere e Tempo Libero,Psicologo,0.39
2020,Marche,Cura della Casa,Aria Condizionata,0.38
2020,Molise,Spese,Cura della Casa,0.35
2020,Molise,Outdoor,Installazione pannelli solari,0.37
2020,Molise,Benessere e Tempo Libero,Personal trainer,0.48
2020,Molise,Cura della Casa,Imbianchino,0.45
2020,Piemonte,Spese,Cura della Casa,0.44
2020,Piemonte,Outdoor,Installazione piscina,0.34
2020,Piemonte,Benessere e Tempo Libero,Psicologo,0.4
2020,Piemonte,Cura della Casa,Aria Condizionata,0.5
2020,Puglia,Spese,Outdoor,0.36
2020,Puglia,Outdoor,Installazione piscina,0.45
2020,Puglia,Benessere e Tempo Libero,Psicologo,0.4
2020,Puglia,Cura della Casa,Aria Condizionata,0.39
2020,Sardegna,Spese,Benessere e Tempo Libero,0.38
2020,Sardegna,Outdoor,Installazione piscina,0.31
2020,Sardegna,Benessere e Tempo Libero,Psicologo,0.33
2020,Sardegna,Cura della Casa,Aria Condizionata,0.52
2020,Sicilia,Spese,Benessere e Tempo Libero,0.39
2020,Sicilia,Outdoor,Installazione piscina,0.42
2020,Sicilia,Benessere e Tempo Libero,Psicologo,0.38
2020,Sicilia,Cura della Casa,Aria Condizionata,0.47
2020,Toscana,Spese,Cura della Casa,0.4
2020,Toscana,Outdoor,Installazione piscina,0.31
2020,Toscana,Benessere e Tempo Libero,Psicologo,0.36
2020,Toscana,Cura della Casa,Aria Condizionata,0.49
2020,Trentino-Alto Adige,Spese,Cura della Casa,0.41
2020,Trentino-Alto Adige,Outdoor,Installazione tende da sole,0.47
2020,Trentino-Alto Adige,Benessere e Tempo Libero,Psicologo,0.36
2020,Trentino-Alto Adige,Cura della Casa,Aria Condizionata,0.48
2020,Umbria,Spese,Outdoor,0.34
2020,Umbria,Outdoor,Installazione piscina,0.45
2020,Umbria,Benessere e Tempo Libero,Psicologo,0.32
2020,Umbria,Cura della Casa,Aria Condizionata,0.38
2020,Valle d'Aosta,Spese,Cura della Casa,0.46
2020,Valle d'Aosta,Outdoor,Installazione tende da sole,0.38
2020,Valle d'Aosta,Benessere e Tempo Libero,Psicologo,0.47
2020,Valle d'Aosta,Cura della Casa,Aria Condizionata,0.44
2020,Veneto,Spese,Cura della Casa,0.41
2020,Veneto,Outdoor,Installazione tende da sole,0.29
2020,Veneto,Benessere e Tempo Libero,Psicologo,0.36
2020,Veneto,Cura della Casa,Aria Condizionata,0.42
