ticket_taxonomy_tag_name,ticket_geo_region_name,Year,Month,Distribution_of_tickets,Country_chosen
Cura giardino,Italia,2019,0,0.02935166264164963,1
Cura giardino,Italia,2019,1,0.05638120007430801,1
Cura giardino,Italia,2019,2,0.1319895968790637,1
Cura giardino,Italia,2019,3,0.11350548021549325,1
Cura giardino,Italia,2019,4,0.12520899126880922,1
Cura giardino,Italia,2019,5,0.13774846739736205,1
Cura giardino,Italia,2019,6,0.09455693851012446,1
Cura giardino,Italia,2019,7,0.09725060375255434,1
Cura giardino,Italia,2019,8,0.08498978264908044,1
Cura giardino,Italia,2019,9,0.07049972134497494,1
Cura giardino,Italia,2019,10,0.03548207319338659,1
Cura giardino,Italia,2019,11,0.02303548207319338,1
Cura giardino,Italia,2020,0,0.07257694074414331,1
Cura giardino,Italia,2020,1,0.11039657020364417,1
Cura giardino,Italia,2020,2,0.08712295207472055,1
Cura giardino,Italia,2020,3,0.19996937681825144,1
Cura giardino,Italia,2020,4,0.41586280814576637,1
Cura giardino,Italia,2020,5,0.11407135201347421,1
Cura giardino,Abruzzo,2019,0,0.01639344262295082,0
Cura giardino,Abruzzo,2019,1,0.03278688524590165,0
Cura giardino,Abruzzo,2019,2,0.11475409836065575,0
Cura giardino,Abruzzo,2019,3,0.12704918032786885,0
Cura giardino,Abruzzo,2019,4,0.14344262295081964,0
Cura giardino,Abruzzo,2019,5,0.15163934426229506,0
Cura giardino,Abruzzo,2019,6,0.14344262295081964,0
Cura giardino,Abruzzo,2019,7,0.06557377049180328,0
Cura giardino,Abruzzo,2019,8,0.0819672131147541,0
Cura giardino,Abruzzo,2019,9,0.07786885245901641,0
Cura giardino,Abruzzo,2019,10,0.03278688524590165,0
Cura giardino,Abruzzo,2019,11,0.012295081967213115,0
Cura giardino,Abruzzo,2020,0,0.06730769230769232,0
Cura giardino,Abruzzo,2020,1,0.1442307692307692,0
Cura giardino,Abruzzo,2020,2,0.057692307692307696,0
Cura giardino,Abruzzo,2020,3,0.25961538461538464,0
Cura giardino,Abruzzo,2020,4,0.33653846153846145,0
Cura giardino,Abruzzo,2020,5,0.13461538461538464,0
Cura giardino,Valle d'Aosta,2019,0,NA,0
Cura giardino,Valle d'Aosta,2019,1,NA,0
Cura giardino,Valle d'Aosta,2019,2,NA,0
Cura giardino,Valle d'Aosta,2019,3,NA,0
Cura giardino,Valle d'Aosta,2019,4,NA,0
Cura giardino,Valle d'Aosta,2019,5,NA,0
Cura giardino,Valle d'Aosta,2019,6,NA,0
Cura giardino,Valle d'Aosta,2019,7,NA,0
Cura giardino,Valle d'Aosta,2019,8,NA,0
Cura giardino,Valle d'Aosta,2019,9,NA,0
