date,ticket_geo_region_name,ticket_taxonomy_tag_name,Index
2018-12-31,Liguria,Aria Condizionata,0.006129681881405652
2019-12-31,Liguria,Aria Condizionata,0.008672712370262943
2020-12-31,Liguria,Aria Condizionata,0.007411054143034054
2018-12-31,Apulia,Aria Condizionata,0.00769760199915217
2019-12-31,Apulia,Aria Condizionata,0.007280368226887953
2020-12-31,Apulia,Aria Condizionata,0.0075263678760272585
2018-12-31,Calabria,Aria Condizionata,0.006444922663877943
2019-12-31,Calabria,Aria Condizionata,0.007167109032311634
2020-12-31,Calabria,Aria Condizionata,0.006578935783114441
2018-12-31,Sicily,Aria Condizionata,0.0061160322805150985
2019-12-31,Sicily,Aria Condizionata,0.008319791941730536
2020-12-31,Sicily,Aria Condizionata,0.007626943422944659
2018-12-31,Veneto,Aria Condizionata,0.005416283877129062
2019-12-31,Veneto,Aria Condizionata,0.006281120294797085
2020-12-31,Veneto,Aria Condizionata,0.0061171048697660855
2018-12-31,Lombardy,Aria Condizionata,0.005096573498551971
2019-12-31,Lombardy,Aria Condizionata,0.0068300135426857846
2020-12-31,Lombardy,Aria Condizionata,0.008592623355960685
2018-12-31,Basilicata,Aria Condizionata,0.004168183679355843
2019-12-31,Basilicata,Aria Condizionata,0.003091437725906386
2020-12-31,Basilicata,Aria Condizionata,0.003321250190026371
2018-12-31,Sardinia,Aria Condizionata,0.006594894014648372
2019-12-31,Sardinia,Aria Condizionata,0.008050004233464763
2020-12-31,Sardinia,Aria Condizionata,0.0059113305255333055
2018-12-31,Friuli-Venezia Giulia,Aria Condizionata,0.006934554597706124
2019-12-31,Friuli-Venezia Giulia,Aria Condizionata,0.007663051465453459
2020-12-31,Friuli-Venezia Giulia,Aria Condizionata,0.006707225461387448
2018-12-31,Emilia-Romagna,Aria Condizionata,0.007934142231999773
2019-12-31,Emilia-Romagna,Aria Condizionata,0.007334233628216333
2020-12-31,Emilia-Romagna,Aria Condizionata,0.008836581120655638
2018-12-31,Campania,Aria Condizionata,0.0057504903731804115
2019-12-31,Campania,Aria Condizionata,0.006723983361883731
2020-12-31,Campania,Aria Condizionata,0.007412488857270314
2018-12-31,Marche,Aria Condizionata,0.00926130147024737
2019-12-31,Marche,Aria Condizionata,0.008985433402417234
2020-12-31,Marche,Aria Condizionata,0.008468819775011812
2018-12-31,Italy,Aria Condizionata,0.006514079401799826
2019-12-31,Italy,Aria Condizionata,0.007679686803867834
2020-12-31,Italy,Aria Condizionata,0.008403041873626782
2018-12-31,Piedmont,Aria Condizionata,0.006063210901052763
2019-12-31,Piedmont,Aria Condizionata,0.00803154164043603
2020-12-31,Piedmont,Aria Condizionata,0.008951172023934853
2018-12-31,Abruzzo,Aria Condizionata,0.00970644413317375
2019-12-31,Abruzzo,Aria Condizionata,0.008658953130384383
2020-12-31,Abruzzo,Aria Condizionata,0.007856327354920048
2018-12-31,Tuscany,Aria Condizionata,0.007406722425403022
2019-12-31,Tuscany,Aria Condizionata,0.008359207635363032
2020-12-31,Tuscany,Aria Condizionata,0.008913351694236571
2018-12-31,Lazio,Aria Condizionata,0.007346965964711599
2019-12-31,Lazio,Aria Condizionata,0.008217159781552403
2020-12-31,Lazio,Aria Condizionata,0.008692958781932726
2018-12-31,Umbria,Aria Condizionata,0.007075036493876508
2019-12-31,Umbria,Aria Condizionata,0.006315995924754114
2020-12-31,Umbria,Aria Condizionata,0.007035566496553121
2018-12-31,Aosta,Aria Condizionata,0.004644135448970871
2019-12-31,Aosta,Aria Condizionata,0.006927320933602726
2020-12-31,Aosta,Aria Condizionata,0.007897589578422782
2018-12-31,Trentino-Alto Adige/South Tyrol,Aria Condizionata,0.003841713919406297
2019-12-31,Trentino-Alto Adige/South Tyrol,Aria Condizionata,0.006580919175401129
2020-12-31,Trentino-Alto Adige/South Tyrol,Aria Condizionata,0.0076148418829450485
2018-12-31,Molise,Aria Condizionata,0.006664635936510146
2019-12-31,Molise,Aria Condizionata,0.00636291656937266
2020-12-31,Molise,Aria Condizionata,0.006944432215509687
2018-12-31,Liguria,Cura giardino,0.0012185064588491237
2019-12-31,Liguria,Cura giardino,0.001211984108451935
2020-12-31,Liguria,Cura giardino,0.0013175207365393872
2018-12-31,Apulia,Cura giardino,0.002551865328504744
2019-12-31,Apulia,Cura giardino,0.0018992264939707692
2020-12-31,Apulia,Cura giardino,0.0023148107385032287
2018-12-31,Calabria,Cura giardino,0.0025157812152856885
2019-12-31,Calabria,Cura giardino,0.002138438126190883
2020-12-31,Calabria,Cura giardino,0.002297406146484408
2018-12-31,Sicily,Cura giardino,0.002240219681963072
2019-12-31,Sicily,Cura giardino,0.0020982735183439345
2020-12-31,Sicily,Cura giardino,0.002949593889474217
2018-12-31,Veneto,Cura giardino,0.002064005876450717
2019-12-31,Veneto,Cura giardino,0.002097527397715085
2020-12-31,Veneto,Cura giardino,0.002510981140071299
2018-12-31,Lombardy,Cura giardino,0.0015904663550325804
2019-12-31,Lombardy,Cura giardino,0.0013183143127622164
2020-12-31,Lombardy,Cura giardino,0.001892006397914163
2018-12-31,Basilicata,Cura giardino,0.0014711236515373564
2019-12-31,Basilicata,Cura giardino,0.0011592891472148946
2020-12-31,Basilicata,Cura giardino,0.0019122349578939717
2018-12-31,Sardinia,Cura giardino,0.0013548693826012299
2019-12-31,Sardinia,Cura giardino,0.0011666672802122845
2020-12-31,Sardinia,Cura giardino,0.0012817090485268475
2018-12-31,Friuli-Venezia Giulia,Cura giardino,0.002869470868016328
2019-12-31,Friuli-Venezia Giulia,Cura giardino,0.0023397431728536186
2020-12-31,Friuli-Venezia Giulia,Cura giardino,0.002617453838590223
2018-12-31,Emilia-Romagna,Cura giardino,0.002133863873260838
2019-12-31,Emilia-Romagna,Cura giardino,0.0017627950036943638
2020-12-31,Emilia-Romagna,Cura giardino,0.002106756270145189
2018-12-31,Campania,Cura giardino,0.0016806738950392388
2019-12-31,Campania,Cura giardino,0.0014303746424370845
2020-12-31,Campania,Cura giardino,0.0016684468046433178
2018-12-31,Marche,Cura giardino,0.003319397160623315
2019-12-31,Marche,Cura giardino,0.0025146206868043404
2020-12-31,Marche,Cura giardino,0.002868106963804001
2018-12-31,Italy,Cura giardino,0.0020872797666001788
