Year,ticket_geo_region_name,Prof_type,Distribution
2018,Abruzzo,Aria Condizionata,0.42
2018,Abruzzo,Imbianchino,0.4
2018,Abruzzo,Installazione zanzariera,0.13
2018,Abruzzo,Sgombero cantine e soffitte,0.05
2018,Valle d'Aosta,Aria Condizionata,0.26
2018,Valle d'Aosta,Imbianchino,0.54
2018,Valle d'Aosta,Installazione zanzariera,0.13
2018,Valle d'Aosta,Sgombero cantine e soffitte,0.07
2018,Puglia,Aria Condizionata,0.4
2018,Puglia,Imbianchino,0.43
2018,Puglia,Installazione zanzariera,0.15
2018,Puglia,Sgombero cantine e soffitte,0.02
2018,Basilicata,Aria Condizionata,0.37
2018,Basilicata,Imbianchino,0.39
2018,Basilicata,Installazione zanzariera,0.21
2018,Basilicata,Sgombero cantine e soffitte,0.03
2018,Calabria,Aria Condizionata,0.39
2018,Calabria,Imbianchino,0.38
2018,Calabria,Installazione zanzariera,0.18
2018,Calabria,Sgombero cantine e soffitte,0.05
2018,Campania,Aria Condizionata,0.42
2018,Campania,Imbianchino,0.41
2018,Campania,Installazione zanzariera,0.15
2018,Campania,Sgombero cantine e soffitte,0.02
2018,Emilia-Romagna,Aria Condizionata,0.46
2018,Emilia-Romagna,Imbianchino,0.39
2018,Emilia-Romagna,Installazione zanzariera,0.14
2018,Emilia-Romagna,Sgombero cantine e soffitte,0.02
2018,Friuli Venezia Giulia,Aria Condizionata,0.41
2018,Friuli Venezia Giulia,Imbianchino,0.42
2018,Friuli Venezia Giulia,Installazione zanzariera,0.13
2018,Friuli Venezia Giulia,Sgombero cantine e soffitte,0.04
2018,Italia,Aria Condizionata,0.42
2018,Italia,Imbianchino,0.41
2018,Italia,Installazione zanzariera,0.15
2018,Italia,Sgombero cantine e soffitte,0.03
2018,Lazio,Aria Condizionata,0.43
2018,Lazio,Imbianchino,0.42
2018,Lazio,Installazione zanzariera,0.12
2018,Lazio,Sgombero cantine e soffitte,0.04
2018,Liguria,Aria Condizionata,0.5
2018,Liguria,Imbianchino,0.34
2018,Liguria,Installazione zanzariera,0.13
2018,Liguria,Sgombero cantine e soffitte,0.04
2018,Lombardia,Aria Condizionata,0.38
2018,Lombardia,Imbianchino,0.43
