Year,ticket_geo_region_name,Prof_type,Distribution
2018,Abruzzo,Cura giardino,0.44
2018,Abruzzo,Installazione pannelli solari,0.09
2018,Abruzzo,Installazione piscina,0.16
2018,Abruzzo,Installazione tende da sole,0.31
2018,Basilicata,Cura giardino,0.25
2018,Basilicata,Installazione pannelli solari,0.19
2018,Basilicata,Installazione piscina,0.15
2018,Basilicata,Installazione tende da sole,0.41
2018,Calabria,Cura giardino,0.28
2018,Calabria,Installazione pannelli solari,0.24
2018,Calabria,Installazione piscina,0.14
2018,Calabria,Installazione tende da sole,0.34
2018,Campania,Cura giardino,0.34
2018,Campania,Installazione pannelli solari,0.13
2018,Campania,Installazione piscina,0.16
2018,Campania,Installazione tende da sole,0.37
2018,Emilia-Romagna,Cura giardino,0.51
2018,Emilia-Romagna,Installazione pannelli solari,0.07
2018,Emilia-Romagna,Installazione piscina,0.1
2018,Emilia-Romagna,Installazione tende da sole,0.32
2018,Friuli Venezia Giulia,Cura giardino,0.63
2018,Friuli Venezia Giulia,Installazione pannelli solari,0.12
2018,Friuli Venezia Giulia,Installazione piscina,0.06
2018,Friuli Venezia Giulia,Installazione tende da sole,0.19
2018,Italia,Cura giardino,0.46
2018,Italia,Installazione pannelli solari,0.11
2018,Italia,Installazione piscina,0.12
2018,Italia,Installazione tende da sole,0.31
2018,Lazio,Cura giardino,0.52
2018,Lazio,Installazione pannelli solari,0.08
2018,Lazio,Installazione piscina,0.08
2018,Lazio,Installazione tende da sole,0.32
2018,Liguria,Cura giardino,0.38
2018,Liguria,Installazione pannelli solari,0.13
2018,Liguria,Installazione piscina,0.08
2018,Liguria,Installazione tende da sole,0.41
2018,Lombardia,Cura giardino,0.54
2018,Lombardia,Installazione pannelli solari,0.07
2018,Lombardia,Installazione piscina,0.08
2018,Lombardia,Installazione tende da sole,0.3
2018,Marche,Cura giardino,0.46
2018,Marche,Installazione pannelli solari,0.11
2018,Marche,Installazione piscina,0.12
2018,Marche,Installazione tende da sole,0.32
2018,Molise,Cura giardino,0.41
2018,Molise,Installazione pannelli solari,0.15
2018,Molise,Installazione piscina,0.09
2018,Molise,Installazione tende da sole,0.35
2018,Piemonte,Cura giardino,0.49
2018,Piemonte,Installazione pannelli solari,0.08
2018,Piemonte,Installazione piscina,0.13
2018,Piemonte,Installazione tende da sole,0.3
2018,Puglia,Cura giardino,0.29
2018,Puglia,Installazione pannelli solari,0.15
2018,Puglia,Installazione piscina,0.22
2018,Puglia,Installazione tende da sole,0.34
2018,Sardegna,Cura giardino,0.35
2018,Sardegna,Installazione pannelli solari,0.19
