date,Certificato conformità impianto elettrico,Finestre blindate,Impianto di allarme,Installazione o sostituzione impianto di videosorveglianza,Installazione o sostituzione inferriate,Installazione o sostituzione porte blindate,Installazione o sostituzione vetro antisfondamento
2018-01-01,3.3333333333333335,6.666666666666667,50.0,16.666666666666664,0.0,16.666666666666664,0.0
2018-02-01,16.666666666666664,3.3333333333333335,76.66666666666667,23.333333333333332,0.0,20.0,0.0
2018-03-01,6.666666666666667,6.666666666666667,50.0,13.333333333333334,0.0,50.0,0.0
2018-04-01,3.3333333333333335,3.3333333333333335,50.0,0.0,0.0,10.0,0.0
2018-05-01,16.666666666666664,0.0,63.33333333333333,10.0,0.0,10.0,6.666666666666667
2018-06-01,0.0,0.0,50.0,23.333333333333332,0.0,10.0,0.0
2018-07-01,6.666666666666667,0.0,43.333333333333336,10.0,0.0,10.0,0.0
2018-08-01,20.0,0.0,40.0,10.0,0.0,26.666666666666668,0.0
2018-09-01,3.3333333333333335,3.3333333333333335,50.0,13.333333333333334,0.0,16.666666666666664,0.0
2018-10-01,13.333333333333334,0.0,63.33333333333333,20.0,0.0,26.666666666666668,0.0
2018-11-01,13.333333333333334,0.0,36.666666666666664,23.333333333333332,0.0,23.333333333333332,6.666666666666667
2018-12-01,0.0,0.0,26.666666666666668,23.333333333333332,0.0,16.666666666666664,0.0
2019-01-01,23.333333333333332,6.666666666666667,73.33333333333333,10.0,0.0,13.333333333333334,0.0
2019-02-01,10.0,10.0,40.0,23.333333333333332,0.0,13.333333333333334,0.0
2019-03-01,16.666666666666664,10.0,100.0,20.0,0.0,16.666666666666664,3.3333333333333335
2019-04-01,10.0,3.3333333333333335,80.0,6.666666666666667,0.0,30.0,0.0
2019-05-01,20.0,0.0,46.666666666666664,23.333333333333332,20.0,33.33333333333333,0.0
2019-06-01,16.666666666666664,0.0,53.333333333333336,33.33333333333333,13.333333333333334,6.666666666666667,0.0
2019-07-01,36.666666666666664,3.3333333333333335,80.0,26.666666666666668,20.0,36.666666666666664,0.0
2019-08-01,10.0,3.3333333333333335,60.0,13.333333333333334,20.0,20.0,0.0
2019-09-01,50.0,3.3333333333333335,76.66666666666667,33.33333333333333,33.33333333333333,23.333333333333332,0.0
2019-10-01,53.333333333333336,6.666666666666667,46.666666666666664,26.666666666666668,23.333333333333332,33.33333333333333,3.3333333333333335
2019-11-01,26.666666666666668,13.333333333333334,53.333333333333336,20.0,23.333333333333332,40.0,3.3333333333333335
2019-12-01,6.666666666666667,0.0,53.333333333333336,23.333333333333332,13.333333333333334,26.666666666666668,3.3333333333333335
2020-01-01,26.666666666666668,23.333333333333332,70.0,16.666666666666664,20.0,30.0,0.0
2020-02-01,30.0,20.0,56.666666666666664,26.666666666666668,33.33333333333333,6.666666666666667,0.0
2020-03-01,13.333333333333334,10.0,33.33333333333333,13.333333333333334,6.666666666666667,0.0,6.666666666666667
2020-04-01,0.0,3.3333333333333335,6.666666666666667,10.0,3.3333333333333335,0.0,0.0
2020-05-01,13.333333333333334,30.0,33.33333333333333,30.0,16.666666666666664,30.0,3.3333333333333335
2020-06-01,0.0,3.3333333333333335,26.666666666666668,30.0,30.0,23.333333333333332,0.0
2020-07-01,13.333333333333334,0.0,10.0,3.3333333333333335,6.666666666666667,10.0,0.0
