date,Certificato conformità impianto elettrico,Finestre blindate,Impianto di allarme,Installazione o sostituzione impianto di videosorveglianza,Installazione o sostituzione inferriate,Installazione o sostituzione porte blindate,Installazione o sostituzione vetro antisfondamento
2018-01-01,17.257683215130022,3.546099290780142,70.2127659574468,15.839243498817968,0.0,37.35224586288416,0.0
2018-02-01,16.312056737588655,2.6004728132387704,100.0,16.78486997635934,0.0,39.2434988179669,0.0
2018-03-01,21.27659574468085,3.546099290780142,76.35933806146572,12.056737588652481,0.0,43.02600472813239,1.8912529550827424
2018-04-01,17.73049645390071,1.1820330969267139,52.71867612293144,11.11111111111111,0.0,31.20567375886525,1.4184397163120568
2018-05-01,23.64066193853428,1.6548463356973995,65.01182033096927,13.47517730496454,0.0,38.53427895981088,1.6548463356973995
2018-06-01,15.130023640661939,1.1820330969267139,50.59101654846335,12.293144208037825,0.0,34.515366430260045,1.1820330969267139
2018-07-01,18.67612293144208,0.9456264775413712,54.84633569739953,12.293144208037825,0.0,36.17021276595745,2.3640661938534278
2018-08-01,14.657210401891252,1.1820330969267139,51.06382978723404,10.638297872340425,0.0,42.5531914893617,1.1820330969267139
2018-09-01,23.404255319148938,4.964539007092199,50.59101654846335,13.947990543735225,0.0,52.4822695035461,1.6548463356973995
2018-10-01,29.314420803782504,1.1820330969267139,62.88416075650118,17.02127659574468,0.0,44.91725768321513,2.3640661938534278
2018-11-01,28.60520094562648,1.8912529550827424,51.536643026004725,13.711583924349883,0.0,40.189125295508276,3.309692671394799
2018-12-01,18.439716312056735,0.9456264775413712,37.825059101654844,11.82033096926714,0.0,34.751773049645394,2.6004728132387704
2019-01-01,29.78723404255319,8.747044917257684,83.21513002364065,17.96690307328605,0.0,52.24586288416076,2.8368794326241136
2019-02-01,26.47754137115839,5.673758865248227,63.35697399527187,15.36643026004728,0.0,36.17021276595745,1.8912529550827424
2019-03-01,36.87943262411347,5.4373522458628845,82.74231678486997,22.69503546099291,0.0,41.371158392434985,1.6548463356973995
2019-04-01,26.47754137115839,3.309692671394799,70.92198581560284,16.78486997635934,0.0,47.04491725768322,1.1820330969267139
2019-05-01,43.02600472813239,2.8368794326241136,73.04964539007092,18.67612293144208,17.02127659574468,55.319148936170215,1.6548463356973995
2019-06-01,34.515366430260045,3.0732860520094563,65.24822695035462,18.439716312056735,28.368794326241137,31.20567375886525,3.0732860520094563
2019-07-01,39.952718676122934,2.127659574468085,71.15839243498819,20.33096926713948,39.71631205673759,42.31678486997636,3.309692671394799
2019-08-01,23.404255319148938,2.3640661938534278,58.156028368794324,13.711583924349883,30.023640661938533,36.40661938534279,3.0732860520094563
2019-09-01,56.02836879432624,2.6004728132387704,74.70449172576832,22.22222222222222,35.69739952718676,57.919621749408975,3.0732860520094563
2019-10-01,53.90070921985816,3.546099290780142,62.174940898345156,20.56737588652482,31.44208037825059,56.26477541371159,5.4373522458628845
2019-11-01,47.75413711583924,2.3640661938534278,63.35697399527187,16.548463356973993,37.825059101654844,54.1371158392435,4.491725768321513
2019-12-01,34.515366430260045,1.6548463356973995,54.1371158392435,14.184397163120568,30.49645390070922,38.061465721040186,3.309692671394799
2020-01-01,53.90070921985816,15.130023640661939,72.10401891252955,18.67612293144208,32.860520094562645,51.30023640661938,4.7281323877068555
2020-02-01,45.8628841607565,17.494089834515368,65.72104018912529,18.912529550827422,34.751773049645394,56.973995271867615,3.7825059101654848
2020-03-01,21.513002364066196,7.5650118203309695,25.059101654846334,14.657210401891252,16.312056737588655,24.349881796690305,2.3640661938534278
2020-04-01,11.82033096926714,3.546099290780142,21.749408983451538,12.293144208037825,19.62174940898345,23.404255319148938,1.6548463356973995
2020-05-01,30.260047281323878,12.293144208037825,29.314420803782504,19.62174940898345,44.91725768321513,61.938534278959814,3.546099290780142
2020-06-01,24.349881796690305,4.7281323877068555,35.46099290780142,15.36643026004728,38.53427895981088,51.536643026004725,2.3640661938534278
2020-07-01,9.456264775413711,0.4728132387706856,16.78486997635934,6.1465721040189125,9.929078014184398,13.002364066193852,1.4184397163120568
