date,Certificato conformità impianto elettrico,Finestre blindate,Impianto di allarme,Installazione o sostituzione impianto di videosorveglianza,Installazione o sostituzione inferriate,Installazione o sostituzione porte blindate,Installazione o sostituzione vetro antisfondamento
2018-01-01,11.76470588235294,0.0,41.17647058823529,5.88235294117647,0.0,35.294117647058826,0.0
2018-02-01,5.88235294117647,11.76470588235294,76.47058823529412,23.52941176470588,0.0,35.294117647058826,0.0
2018-03-01,5.88235294117647,0.0,47.05882352941176,11.76470588235294,0.0,70.58823529411765,5.88235294117647
2018-04-01,29.411764705882355,0.0,23.52941176470588,5.88235294117647,0.0,5.88235294117647,0.0
2018-05-01,35.294117647058826,0.0,29.411764705882355,11.76470588235294,0.0,41.17647058823529,0.0
2018-06-01,0.0,0.0,64.70588235294117,5.88235294117647,0.0,23.52941176470588,5.88235294117647
2018-07-01,11.76470588235294,0.0,29.411764705882355,0.0,0.0,41.17647058823529,0.0
2018-08-01,11.76470588235294,0.0,47.05882352941176,0.0,0.0,76.47058823529412,0.0
2018-09-01,35.294117647058826,0.0,0.0,17.647058823529413,0.0,47.05882352941176,0.0
2018-10-01,11.76470588235294,0.0,29.411764705882355,5.88235294117647,0.0,52.94117647058824,0.0
2018-11-01,29.411764705882355,0.0,11.76470588235294,5.88235294117647,0.0,5.88235294117647,5.88235294117647
2018-12-01,17.647058823529413,0.0,17.647058823529413,0.0,0.0,11.76470588235294,0.0
2019-01-01,23.52941176470588,0.0,47.05882352941176,5.88235294117647,0.0,41.17647058823529,0.0
2019-02-01,17.647058823529413,5.88235294117647,23.52941176470588,5.88235294117647,0.0,52.94117647058824,5.88235294117647
2019-03-01,29.411764705882355,0.0,41.17647058823529,0.0,0.0,17.647058823529413,0.0
2019-04-01,29.411764705882355,0.0,58.82352941176471,23.52941176470588,0.0,47.05882352941176,0.0
2019-05-01,52.94117647058824,0.0,29.411764705882355,11.76470588235294,11.76470588235294,64.70588235294117,0.0
2019-06-01,52.94117647058824,0.0,58.82352941176471,5.88235294117647,5.88235294117647,35.294117647058826,0.0
2019-07-01,17.647058823529413,0.0,5.88235294117647,0.0,17.647058823529413,52.94117647058824,0.0
2019-08-01,41.17647058823529,0.0,52.94117647058824,5.88235294117647,11.76470588235294,41.17647058823529,5.88235294117647
2019-09-01,52.94117647058824,0.0,11.76470588235294,5.88235294117647,17.647058823529413,29.411764705882355,0.0
2019-10-01,58.82352941176471,5.88235294117647,23.52941176470588,11.76470588235294,11.76470588235294,58.82352941176471,0.0
2019-11-01,17.647058823529413,0.0,17.647058823529413,17.647058823529413,41.17647058823529,35.294117647058826,0.0
2019-12-01,11.76470588235294,0.0,0.0,5.88235294117647,11.76470588235294,11.76470588235294,0.0
2020-01-01,17.647058823529413,5.88235294117647,52.94117647058824,11.76470588235294,35.294117647058826,47.05882352941176,0.0
2020-02-01,5.88235294117647,11.76470588235294,41.17647058823529,5.88235294117647,17.647058823529413,58.82352941176471,0.0
2020-03-01,17.647058823529413,5.88235294117647,11.76470588235294,0.0,11.76470588235294,35.294117647058826,0.0
2020-04-01,0.0,0.0,5.88235294117647,5.88235294117647,11.76470588235294,17.647058823529413,0.0
2020-05-01,17.647058823529413,0.0,11.76470588235294,11.76470588235294,11.76470588235294,100.0,0.0
2020-06-01,5.88235294117647,0.0,29.411764705882355,23.52941176470588,29.411764705882355,29.411764705882355,0.0
2020-07-01,0.0,0.0,5.88235294117647,0.0,0.0,23.52941176470588,0.0
