,geoName,chauffage
3,Brittany,69.23076923076923
5,Centre-Val de Loire,70.87912087912088
7,Corsica,46.15384615384615
15,Pays de la Loire,67.58241758241759
18,Provence-Alpes-Côte d'Azur,51.09890109890111
21,Île-de-France,51.09890109890111
22,Grand-est,86.81318681318682
23,Hauts-de-france,89.01098901098902
24,Normandie,75.82417582417584
25,Bourgogne-Franche-Comté,79.12087912087912
26,Nouvelle-Aquitaine,100.0
27,Occitanie,56.043956043956044
28,Auvergne-Rhône-Alpes,66.75824175824177
