ticket_taxonomy_tag_name,ticket_geo_region_name,Year,Month,Distribution_of_tickets,Country_chosen
Fenster einbauen und oder austauschen,Austria,2019,0,0.08063842232806885,1
Fenster einbauen und oder austauschen,Austria,2019,1,0.079802791008607,1
Fenster einbauen und oder austauschen,Austria,2019,2,0.09559622294643605,1
Fenster einbauen und oder austauschen,Austria,2019,3,0.07938497534887608,1
Fenster einbauen und oder austauschen,Austria,2019,4,0.07437118743210495,1
Fenster einbauen und oder austauschen,Austria,2019,5,0.10395253614105456,1
Fenster einbauen und oder austauschen,Austria,2019,6,0.09776886437703684,1
Fenster einbauen und oder austauschen,Austria,2019,7,0.07604245007102867,1
Fenster einbauen und oder austauschen,Austria,2019,8,0.09459346536308182,1
Fenster einbauen und oder austauschen,Austria,2019,9,0.08648784156430182,1
Fenster einbauen und oder austauschen,Austria,2019,10,0.061836717640177154,1
Fenster einbauen und oder austauschen,Austria,2019,11,0.06952452577922622,1
Fenster einbauen und oder austauschen,Austria,2020,0,0.09464751958224543,1
Fenster einbauen und oder austauschen,Austria,2020,1,0.1481723237597911,1
Fenster einbauen und oder austauschen,Austria,2020,2,0.10287206266318537,1
Fenster einbauen und oder austauschen,Austria,2020,3,0.1481723237597911,1
Fenster einbauen und oder austauschen,Austria,2020,4,0.1660574412532637,1
Fenster einbauen und oder austauschen,Austria,2020,5,0.14686684073107048,1
Fenster einbauen und oder austauschen,Austria,2020,6,0.1932114882506527,1
Fenster einbauen und oder austauschen,Burgenland,2019,0,0.09726103968697597,0
Fenster einbauen und oder austauschen,Burgenland,2019,1,0.08608160983789827,0
Fenster einbauen und oder austauschen,Burgenland,2019,2,0.09614309670206818,0
Fenster einbauen und oder austauschen,Burgenland,2019,3,0.10396869759642259,0
Fenster einbauen und oder austauschen,Burgenland,2019,4,0.0626048071548351,0
Fenster einbauen und oder austauschen,Burgenland,2019,5,0.11581889323644493,0
Fenster einbauen und oder austauschen,Burgenland,2019,6,0.07210732252655112,0
Fenster einbauen und oder austauschen,Burgenland,2019,7,0.06875349357182783,0
Fenster einbauen und oder austauschen,Burgenland,2019,8,0.08138624930128566,0
Fenster einbauen und oder austauschen,Burgenland,2019,9,0.0732252655114589,0
Fenster einbauen und oder austauschen,Burgenland,2019,10,0.05142537730575742,0
Fenster einbauen und oder austauschen,Burgenland,2019,11,0.09122414756847404,0
Fenster einbauen und oder austauschen,Burgenland,2020,0,0.1718009478672986,0
Fenster einbauen und oder austauschen,Burgenland,2020,1,0.13033175355450238,0
Fenster einbauen und oder austauschen,Burgenland,2020,2,0.1355450236966825,0
Fenster einbauen und oder austauschen,Burgenland,2020,3,0.16706161137440756,0
Fenster einbauen und oder austauschen,Burgenland,2020,4,0.21516587677725124,0
Fenster einbauen und oder austauschen,Burgenland,2020,5,0.1137440758293839,0
Fenster einbauen und oder austauschen,Burgenland,2020,6,0.06635071090047394,0
Fenster einbauen und oder austauschen,Carinthia,2019,0,0.07633062852427452,0
Fenster einbauen und oder austauschen,Carinthia,2019,1,0.08045660844450556,0
Fenster einbauen und oder austauschen,Carinthia,2019,2,0.062164764131481226,0
Fenster einbauen und oder austauschen,Carinthia,2019,3,0.09489753816531427,0
Fenster einbauen und oder austauschen,Carinthia,2019,4,0.07289231192408198,0
Fenster einbauen und oder austauschen,Carinthia,2019,5,0.10837573923806901,0
Fenster einbauen und oder austauschen,Carinthia,2019,6,0.10590015128593042,0
Fenster einbauen und oder austauschen,Carinthia,2019,7,0.06670334204373539,0
Fenster einbauen und oder austauschen,Carinthia,2019,8,0.06931646265988173,0
Fenster einbauen und oder austauschen,Carinthia,2019,9,0.12377939760693167,0
Fenster einbauen und oder austauschen,Carinthia,2019,10,0.08527025168477514,0
Fenster einbauen und oder austauschen,Carinthia,2019,11,0.05391280429101912,0
Fenster einbauen und oder austauschen,Carinthia,2020,0,0.1068114165645246,0
Fenster einbauen und oder austauschen,Carinthia,2020,1,0.12869900192610748,0
Fenster einbauen und oder austauschen,Carinthia,2020,2,0.15128699001926108,0
Fenster einbauen und oder austauschen,Carinthia,2020,3,0.1610926282612502,0
Fenster einbauen und oder austauschen,Carinthia,2020,4,0.22973209595517421,0
Fenster einbauen und oder austauschen,Carinthia,2020,5,0.14883558045876377,0
Fenster einbauen und oder austauschen,Carinthia,2020,6,0.07354228681491858,0
Fenster einbauen und oder austauschen,Lower Austria,2019,0,0.07655014034192396,0
Fenster einbauen und oder austauschen,Lower Austria,2019,1,0.1080207535936038,0
Fenster einbauen und oder austauschen,Lower Austria,2019,2,0.09151994556434463,0
Fenster einbauen und oder austauschen,Lower Austria,2019,3,0.09143488985285363,0
Fenster einbauen und oder austauschen,Lower Austria,2019,4,0.09866462532959087,0
Fenster einbauen und oder austauschen,Lower Austria,2019,5,0.10887131070851407,0
Fenster einbauen und oder austauschen,Lower Austria,2019,6,0.08463043293357148,0
Fenster einbauen und oder austauschen,Lower Austria,2019,7,0.07442374755464828,0
Fenster einbauen und oder austauschen,Lower Austria,2019,8,0.07995236880156503,0
Fenster einbauen und oder austauschen,Lower Austria,2019,9,0.07442374755464828,0
Fenster einbauen und oder austauschen,Lower Austria,2019,10,0.0540103767968019,0
Fenster einbauen und oder austauschen,Lower Austria,2019,11,0.057497660967933996,0
Fenster einbauen und oder austauschen,Lower Austria,2020,0,0.0920523791002204,0
Fenster einbauen und oder austauschen,Lower Austria,2020,1,0.10825878387138597,0
Fenster einbauen und oder austauschen,Lower Austria,2020,2,0.10164657072475042,0
Fenster einbauen und oder austauschen,Lower Austria,2020,3,0.16465707247504213,0
Fenster einbauen und oder austauschen,Lower Austria,2020,4,0.18721638791650463,0
Fenster einbauen und oder austauschen,Lower Austria,2020,5,0.16725009723842865,0
Fenster einbauen und oder austauschen,Lower Austria,2020,6,0.17891870867366783,0
Fenster einbauen und oder austauschen,Salzburg,2019,0,0.0573029415509996,0
Fenster einbauen und oder austauschen,Salzburg,2019,1,0.10760219024576595,0
Fenster einbauen und oder austauschen,Salzburg,2019,2,0.08811919011842607,0
Fenster einbauen und oder austauschen,Salzburg,2019,3,0.07576722271743282,0
Fenster einbauen und oder austauschen,Salzburg,2019,4,0.10696549089519929,0
Fenster einbauen und oder austauschen,Salzburg,2019,5,0.09015662804023936,0
Fenster einbauen und oder austauschen,Salzburg,2019,6,0.09932509868839934,0
Fenster einbauen und oder austauschen,Salzburg,2019,7,0.06048643830383293,0
Fenster einbauen und oder austauschen,Salzburg,2019,8,0.1212275563478925,0
Fenster einbauen und oder austauschen,Salzburg,2019,9,0.07194702661403284,0
Fenster einbauen und oder austauschen,Salzburg,2019,10,0.06558003310836623,0
