ticket_taxonomy_tag_name,ticket_geo_region_name,Year,Month,Index,Country_chosen
Fenster einbauen und oder austauschen,Austria,2019,0,0.652027027027027,1
Fenster einbauen und oder austauschen,Austria,2019,1,0.6452702702702703,1
Fenster einbauen und oder austauschen,Austria,2019,2,0.7729729729729731,1
Fenster einbauen und oder austauschen,Austria,2019,3,0.6418918918918919,1
Fenster einbauen und oder austauschen,Austria,2019,4,0.6013513513513513,1
Fenster einbauen und oder austauschen,Austria,2019,5,0.8405405405405405,1
Fenster einbauen und oder austauschen,Austria,2019,6,0.7905405405405405,1
Fenster einbauen und oder austauschen,Austria,2019,7,0.6148648648648649,1
Fenster einbauen und oder austauschen,Austria,2019,8,0.7648648648648649,1
Fenster einbauen und oder austauschen,Austria,2019,9,0.6993243243243242,1
Fenster einbauen und oder austauschen,Austria,2019,10,0.5,1
Fenster einbauen und oder austauschen,Austria,2019,11,0.5621621621621622,1
Fenster einbauen und oder austauschen,Austria,2020,0,0.48986486486486486,1
Fenster einbauen und oder austauschen,Austria,2020,1,0.7668918918918919,1
Fenster einbauen und oder austauschen,Austria,2020,2,0.5324324324324324,1
Fenster einbauen und oder austauschen,Austria,2020,3,0.7668918918918919,1
Fenster einbauen und oder austauschen,Austria,2020,4,0.8594594594594595,1
Fenster einbauen und oder austauschen,Austria,2020,5,0.7601351351351352,1
Fenster einbauen und oder austauschen,Austria,2020,6,1.0,1
Fenster einbauen und oder austauschen,Burgenland,2019,0,0.14010736196319018,0
Fenster einbauen und oder austauschen,Burgenland,2019,1,0.12400306748466258,0
Fenster einbauen und oder austauschen,Burgenland,2019,2,0.1384969325153374,0
Fenster einbauen und oder austauschen,Burgenland,2019,3,0.14976993865030674,0
Fenster einbauen und oder austauschen,Burgenland,2019,4,0.0901840490797546,0
Fenster einbauen und oder austauschen,Burgenland,2019,5,0.16684049079754598,0
Fenster einbauen und oder austauschen,Burgenland,2019,6,0.10387269938650305,0
Fenster einbauen und oder austauschen,Burgenland,2019,7,0.09904141104294477,0
Fenster einbauen und oder austauschen,Burgenland,2019,8,0.117239263803681,0
Fenster einbauen und oder austauschen,Burgenland,2019,9,0.1054831288343558,0
Fenster einbauen und oder austauschen,Burgenland,2019,10,0.074079754601227,0
Fenster einbauen und oder austauschen,Burgenland,2019,11,0.1314110429447853,0
Fenster einbauen und oder austauschen,Burgenland,2020,0,0.11675613496932517,0
Fenster einbauen und oder austauschen,Burgenland,2020,1,0.08857361963190184,0
Fenster einbauen und oder austauschen,Burgenland,2020,2,0.09211656441717792,0
Fenster einbauen und oder austauschen,Burgenland,2020,3,0.11353527607361961,0
Fenster einbauen und oder austauschen,Burgenland,2020,4,0.14622699386503069,0
Fenster einbauen und oder austauschen,Burgenland,2020,5,0.07730061349693251,0
Fenster einbauen und oder austauschen,Burgenland,2020,6,0.0450920245398773,0
Fenster einbauen und oder austauschen,Carinthia,2019,0,0.14896472392638035,0
Fenster einbauen und oder austauschen,Carinthia,2019,1,0.1570168711656441,0
Fenster einbauen und oder austauschen,Carinthia,2019,2,0.12131901840490796,0
Fenster einbauen und oder austauschen,Carinthia,2019,3,0.18519938650306747,0
Fenster einbauen und oder austauschen,Carinthia,2019,4,0.14225460122699385,0
Fenster einbauen und oder austauschen,Carinthia,2019,5,0.21150306748466252,0
Fenster einbauen und oder austauschen,Carinthia,2019,6,0.20667177914110427,0
Fenster einbauen und oder austauschen,Carinthia,2019,7,0.13017638036809814,0
Fenster einbauen und oder austauschen,Carinthia,2019,8,0.1352760736196319,0
Fenster einbauen und oder austauschen,Carinthia,2019,9,0.2415644171779141,0
Fenster einbauen und oder austauschen,Carinthia,2019,10,0.16641104294478526,0
Fenster einbauen und oder austauschen,Carinthia,2019,11,0.10521472392638036,0
Fenster einbauen und oder austauschen,Carinthia,2020,0,0.16372699386503067,0
Fenster einbauen und oder austauschen,Carinthia,2020,1,0.19727760736196312,0
Fenster einbauen und oder austauschen,Carinthia,2020,2,0.23190184049079754,0
Fenster einbauen und oder austauschen,Carinthia,2020,3,0.2469325153374233,0
Fenster einbauen und oder austauschen,Carinthia,2020,4,0.35214723926380365,0
Fenster einbauen und oder austauschen,Carinthia,2020,5,0.2281441717791411,0
Fenster einbauen und oder austauschen,Carinthia,2020,6,0.11273006134969324,0
Fenster einbauen und oder austauschen,Lower Austria,2019,0,0.43481595092024544,0
Fenster einbauen und oder austauschen,Lower Austria,2019,1,0.6135736196319018,0
Fenster einbauen und oder austauschen,Lower Austria,2019,2,0.5198466257668711,0
Fenster einbauen und oder austauschen,Lower Austria,2019,3,0.5193634969325154,0
Fenster einbauen und oder austauschen,Lower Austria,2019,4,0.5604294478527607,0
Fenster einbauen und oder austauschen,Lower Austria,2019,5,0.6184049079754601,0
Fenster einbauen und oder austauschen,Lower Austria,2019,6,0.48071319018404907,0
Fenster einbauen und oder austauschen,Lower Austria,2019,7,0.4227377300613497,0
Fenster einbauen und oder austauschen,Lower Austria,2019,8,0.45414110429447857,0
Fenster einbauen und oder austauschen,Lower Austria,2019,9,0.4227377300613497,0
Fenster einbauen und oder austauschen,Lower Austria,2019,10,0.30678680981595086,0
Fenster einbauen und oder austauschen,Lower Austria,2019,11,0.3265950920245399,0
Fenster einbauen und oder austauschen,Lower Austria,2020,0,0.343021472392638,0
