,geoName,piscine intérieure
3,Brittany,67.16417910447761
5,Centre-Val de Loire,34.32835820895522
7,Corsica,0.0
15,Pays de la Loire,94.02985074626866
18,Provence-Alpes-Côte d'Azur,67.16417910447761
21,Île-de-France,62.68656716417911
22,Grand-est,72.13930348258707
23,Hauts-de-france,44.02985074626866
24,Normandie,71.64179104477611
25,Bourgogne-Franche-Comté,96.26865671641791
26,Nouvelle-Aquitaine,100.0
27,Occitanie,82.83582089552239
28,Auvergne-Rhône-Alpes,71.64179104477611
