date,piscine intérieure
2018-01-07,0.24087591240875914
2018-01-14,0.1386861313868613
2018-01-21,0.1386861313868613
2018-01-28,0.7299270072992701
2018-02-04,0.1897810218978102
2018-02-11,0.145985401459854
2018-02-18,0.6204379562043796
2018-02-25,0.6861313868613139
2018-03-04,0.7445255474452555
2018-03-11,0.18248175182481752
2018-03-18,0.45255474452554745
2018-03-25,0.39416058394160586
2018-04-01,0.145985401459854
2018-04-08,0.40145985401459855
2018-04-15,0.16058394160583941
2018-04-22,0.3722627737226277
2018-04-29,0.145985401459854
2018-05-06,0.40145985401459855
2018-05-13,0.145985401459854
2018-05-20,0.25547445255474455
2018-05-27,0.145985401459854
2018-06-03,0.5474452554744526
2018-06-10,0.145985401459854
2018-06-17,0.0
2018-06-24,0.145985401459854
2018-07-01,0.145985401459854
2018-07-08,0.15328467153284672
2018-07-15,0.16058394160583941
2018-07-22,0.7372262773722628
2018-07-29,0.16058394160583941
2018-08-05,0.40875912408759124
2018-08-12,0.41605839416058393
2018-08-19,0.48905109489051096
2018-08-26,0.7226277372262774
2018-09-02,0.5547445255474452
2018-09-09,0.15328467153284672
2018-09-16,0.30656934306569344
2018-09-23,0.40875912408759124
2018-09-30,0.29927007299270075
2018-10-07,0.20437956204379562
2018-10-14,0.15328467153284672
2018-10-21,0.48905109489051096
2018-10-28,0.29927007299270075
2018-11-04,0.38686131386861317
2018-11-11,0.22627737226277372
2018-11-18,0.1897810218978102
2018-11-25,0.5328467153284672
2018-12-02,0.145985401459854
2018-12-09,0.145985401459854
2018-12-16,0.29927007299270075
2018-12-23,0.2773722627737226
2018-12-30,0.15328467153284672
2019-01-06,0.145985401459854
2019-01-13,0.145985401459854
2019-01-20,0.2773722627737226
2019-01-27,0.20437956204379562
2019-02-03,0.4233576642335766
2019-02-10,0.45255474452554745
2019-02-17,0.29927007299270075
2019-02-24,0.8248175182481752
2019-03-03,0.41605839416058393
2019-03-10,0.5912408759124088
2019-03-17,0.29927007299270075
2019-03-24,0.635036496350365
2019-03-31,0.44525547445255476
2019-04-07,0.7007299270072993
2019-04-14,0.1386861313868613
2019-04-21,0.1897810218978102
2019-04-28,0.5620437956204379
2019-05-05,0.4306569343065693
2019-05-12,0.24087591240875914
2019-05-19,1.0
2019-05-26,0.145985401459854
2019-06-02,0.1386861313868613
2019-06-09,0.583941605839416
2019-06-16,0.1386861313868613
2019-06-23,0.1386861313868613
2019-06-30,0.43795620437956206
2019-07-07,0.1386861313868613
2019-07-14,0.1386861313868613
2019-07-21,0.1386861313868613
2019-07-28,0.145985401459854
2019-08-04,0.5401459854014599
2019-08-11,0.15328467153284672
2019-08-18,0.15328467153284672
2019-08-25,0.145985401459854
2019-09-01,0.13138686131386862
2019-09-08,0.5693430656934306
2019-09-15,0.7226277372262774
2019-09-22,0.30656934306569344
2019-09-29,0.40145985401459855
2019-10-06,0.40875912408759124
2019-10-13,0.22627737226277372
2019-10-20,0.6861313868613139
2019-10-27,0.34306569343065696
2019-11-03,0.3357664233576642
2019-11-10,0.12408759124087591
2019-11-17,0.1897810218978102
2019-11-24,0.16058394160583941
2019-12-01,0.45255474452554745
2019-12-08,0.24087591240875914
2019-12-15,0.24817518248175183
2019-12-22,0.7883211678832117
2019-12-29,0.26277372262773724
2020-01-05,0.7591240875912408
2020-01-12,0.48175182481751827
2020-01-19,0.12408759124087591
2020-01-26,0.4744525547445255
2020-02-02,0.11678832116788321
2020-02-09,0.4744525547445255
2020-02-16,0.40145985401459855
2020-02-23,0.34306569343065696
2020-03-01,0.46715328467153283
2020-03-08,0.22627737226277372
2020-03-15,0.5036496350364964
2020-03-22,0.10948905109489052
2020-03-29,0.3284671532846715
2020-04-05,0.16058394160583941
2020-04-12,0.35766423357664234
2020-04-19,0.2773722627737226
2020-04-26,0.20437956204379562
2020-05-03,0.16058394160583941
2020-05-10,0.32116788321167883
2020-05-17,0.1386861313868613
