date,Installation climatisation
2018-01-07,0.15757575757575756
2018-01-14,0.0
2018-01-21,0.15757575757575756
2018-01-28,0.0
2018-02-04,0.0
2018-02-11,0.16363636363636364
2018-02-18,0.24848484848484848
2018-02-25,0.15757575757575756
2018-03-04,0.17575757575757575
2018-03-11,0.16363636363636364
2018-03-18,0.16363636363636364
2018-03-25,0.16363636363636364
2018-04-01,0.16363636363636364
2018-04-08,0.0
2018-04-15,0.17575757575757575
2018-04-22,0.1696969696969697
2018-04-29,0.0
2018-05-06,0.15757575757575756
2018-05-13,0.15757575757575756
2018-05-20,0.0
2018-05-27,0.0
2018-06-03,0.18181818181818182
2018-06-10,0.3212121212121212
2018-06-17,0.18787878787878787
2018-06-24,0.6666666666666666
2018-07-01,0.18181818181818182
2018-07-08,0.15151515151515152
2018-07-15,0.42424242424242425
2018-07-22,0.4484848484848485
2018-07-29,1.0
2018-08-05,0.7696969696969697
2018-08-12,0.20606060606060606
2018-08-19,0.503030303030303
2018-08-26,0.0
2018-09-02,0.3212121212121212
2018-09-09,0.16363636363636364
2018-09-16,0.3515151515151515
2018-09-23,0.16363636363636364
2018-09-30,0.16363636363636364
2018-10-07,0.0
2018-10-14,0.16363636363636364
2018-10-21,0.0
2018-10-28,0.16363636363636364
2018-11-04,0.18181818181818182
2018-11-11,0.16363636363636364
2018-11-18,0.34545454545454546
2018-11-25,0.16363636363636364
2018-12-02,0.0
2018-12-09,0.1696969696969697
2018-12-16,0.0
2018-12-23,0.19393939393939394
2018-12-30,0.2
2019-01-06,0.16363636363636364
2019-01-13,0.18181818181818182
2019-01-20,0.15757575757575756
2019-01-27,0.15757575757575756
2019-02-03,0.16363636363636364
2019-02-10,0.0
2019-02-17,0.1696969696969697
2019-02-24,0.1696969696969697
2019-03-03,0.3575757575757576
2019-03-10,0.3515151515151515
2019-03-17,0.0
2019-03-24,0.1696969696969697
2019-03-31,0.16363636363636364
2019-04-07,0.0
2019-04-14,0.40606060606060607
2019-04-21,0.23636363636363636
2019-04-28,0.5454545454545454
2019-05-05,0.15757575757575756
2019-05-12,0.15757575757575756
2019-05-19,0.1696969696969697
2019-05-26,0.0
2019-06-02,0.6424242424242425
2019-06-09,0.15151515151515152
2019-06-16,0.48484848484848486
2019-06-23,0.9212121212121213
2019-06-30,0.8727272727272727
2019-07-07,0.24242424242424243
2019-07-14,0.14545454545454545
2019-07-21,0.6121212121212121
2019-07-28,0.32727272727272727
2019-08-04,0.3696969696969697
2019-08-11,0.34545454545454546
2019-08-18,0.42424242424242425
2019-08-25,0.36363636363636365
2019-09-01,0.46060606060606063
2019-09-08,0.2909090909090909
2019-09-15,0.16363636363636364
2019-09-22,0.16363636363636364
2019-09-29,0.45454545454545453
2019-10-06,0.14545454545454545
2019-10-13,0.14545454545454545
2019-10-20,0.0
2019-10-27,0.15757575757575756
2019-11-03,0.0
2019-11-10,0.14545454545454545
2019-11-17,0.28484848484848485
2019-11-24,0.1393939393939394
2019-12-01,0.14545454545454545
2019-12-08,0.28484848484848485
2019-12-15,0.1393939393939394
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,0.28484848484848485
2020-01-12,0.1393939393939394
2020-01-19,0.0
2020-01-26,0.2727272727272727
2020-02-02,0.28484848484848485
2020-02-09,0.2787878787878788
2020-02-16,0.1393939393939394
2020-02-23,0.0
2020-03-01,0.3878787878787879
2020-03-08,0.13333333333333333
2020-03-15,0.0
2020-03-22,0.11515151515151516
2020-03-29,0.0
2020-04-05,0.12121212121212122
2020-04-12,0.11515151515151516
2020-04-19,0.23030303030303031
2020-04-26,0.10909090909090909
2020-05-03,0.7333333333333333
2020-05-10,0.34545454545454546
2020-05-17,0.296969696969697
2020-05-24,0.8848484848484849
2020-05-31,0.3575757575757576
2020-06-07,0.36363636363636365
2020-06-14,0.2606060606060606
2020-06-21,0.0
